OBJECTID,Join_Count,TARGET_FID,Type,County,Name,email,phone,WebSite,County_Dir,district,Address1,Address2,City,Zip,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME_1,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
,,,HealthMPowers,,Lithonia MS,,,,,,,,,,"2451 Randall Ave, Lithonia, GA, 30058",,-84.1106909,33.7147739,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Heavenly Angels HomeDay,,,,,,,,,,"9145 Raven Drive, Jonesboro, GA, 30238",,-84.4141274,33.5063313,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Adamson Middle School,,,,,,,,,,"3178 Rex Rd, Rex, GA, 30273",,-84.2872731,33.5907016,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Babb Middle School,,,,,,,,,,"5500 Reynolds Rd, Forest Park, GA, 30297",,-84.3532958,33.6040297,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Morrow ES,,,,,,,,,,"6115 Reynolds Rd, Morrow, GA, 30260",,-84.341453,33.5882305,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Woolfolk Club,,,,,,,,,,"1642 Richland Road SW, Atlanta, GA, 30311",,-84.4402,33.7318112,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Monte Sano,,,,,,,,,,"2164 Richmond Ave, Augusta, GA, 30904",,-82.0156137,33.468134,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,HealthMPowers,,Barksdale Club,,,,,,,,,,"1015 O'Kelly Street, Conyers, GA, 30012",,-84.014966,33.6606908,,13,247,357592,13247,Rockdale,Rockdale County,6,H1,G4020,122,12060,,A,336205234,5926396,33.6520811,-84.0263696
,,,HealthMPowers,,West Clayton,,,,,,,,,,"5580 Riverdale Rd, College Park, GA, 30349",,-84.430529,33.603234,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Towns County Head Start,,,,,,,,,,"1150 Konaheth Road, Hiawassee, GA, 30546",,-83.7314826,34.9311107,,13,281,351252,13281,Towns,Towns County,6,H1,G4020,,,,A,431395515,14037940,34.9026623,-83.7322155
,,,HealthMPowers,,Oglethorpe Avenue ES,,,,,,,,,,"1150 Oglethorpe Avenue, Athens, GA, 30606",,-83.4224955,33.9632259,,13,59,1672699,13059,Clarke,Clarke County,6,H6,G4020,,12020,,C,308738478,4741270,33.9521852,-83.3671522
,,,HealthMPowers,,Dollar General,,,,,,,,,,"207 Roberson Mill Rd NE, Milledgeville, GA, 31061",,-83.2603437,33.0975386,,13,9,345255,13009,Baldwin,Baldwin County,6,H1,G4020,,33300,,A,669822405,25008132,33.0595037,-83.2554522
,,,HealthMPowers,,Huie,,,,,,,,,,"1260 Rockcut Rd, Forest Park, GA, 30297",,-84.3480893,33.638818,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Water Oak Academy,,,,,,,,,,"600 Rocky Creek Drive, Roswell, GA, 30075",,-84.3449412,34.0304524,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Hutto Middle School,,,,,,,,,,"1201 Martin Luther King Jr Dr, Bainbridge, GA, 39817",,-84.5588596,30.9090137,,13,87,352234,13087,Decatur,Decatur County,6,H1,G4020,,12460,,A,1546584790,67412745,30.8780906,-84.5778942
,,,HealthMPowers,,Ring Around the Rosey FDCH,,,,,,,,,,"487 Rue Montaigne, Stone Mountain, GA, 30083",,-84.2191725,33.782952,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,CNG at the TAG,,,,,,,,,,"1654 S Alvarado Terrace SW, Atlanta, GA, 30311",,-84.4421041,33.7312314,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Arthur Williams Middle School,,,,,,,,,,"1175 S US Highway 301, Jesup, GA, 31546",,-81.8718344,31.5853601,,13,305,350608,13305,Wayne,Wayne County,6,H1,G4020,,27700,,A,1662237934,18136051,31.5478449,-81.9123763
,,,HealthMPowers,,John Johnson,,,,,,,,,,"1947 S West St, Bainbridge, GA, 39819",,-84.5761858,30.8848582,,13,87,352234,13087,Decatur,Decatur County,6,H1,G4020,,12460,,A,1546584790,67412745,30.8780906,-84.5778942
,,,HealthMPowers,,Princeton,,,,,,,,,,"1321 S. Deshon Road, Lithonia, GA, 30058",,-84.1144029,33.7615009,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Dollar General,,,,,,,,,,"831 S. Elbert St, Milledgeville, GA, 31061",,-83.2211957,33.0704777,,13,9,345255,13009,Baldwin,Baldwin County,6,H1,G4020,,33300,,A,669822405,25008132,33.0595037,-83.2554522
,,,HealthMPowers,,Dollar General,,,,,,,,,,"612 S. Harris St, Sandersville, GA, 31082",,-82.8104501,32.9732157,,13,303,348428,13303,Washington,Washington County,6,H1,G4020,,,,A,1757188479,15284497,32.9718477,-82.7981123
,,,HealthMPowers,,Glascock County Consolidated School (5-8),,,,,,,,,,"1230 Panther Way, Gibson, GA, 30810",,-82.6114051,33.2418162,,13,125,345642,13125,Glascock,Glascock County,6,H1,G4020,,,,A,372283962,1847844,33.2274908,-82.6069126
,,,HealthMPowers,,Glascock County Consolidated School (8-12),,,,,,,,,,"1230 Panther Way, Gibson, GA, 30810",,-82.6114051,33.2418162,,13,125,345642,13125,Glascock,Glascock County,6,H1,G4020,,,,A,372283962,1847844,33.2274908,-82.6069126
,,,HealthMPowers,,Forsyth EHS/Head Start,,,,,,,,,,"133 Samaritan Drive, Cumming, GA, 30040",,-84.1470587,34.2084082,,13,117,1673358,13117,Forsyth,Forsyth County,6,H1,G4020,122,12060,,A,580409088,59754295,34.225143,-84.1274353
,,,HealthMPowers,,Nana's Nook,,,,,,,,,,"1706 Scholar Drive, Lawrenceville, GA, 30044",,-84.0253549,33.9160748,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Glascock Head Start,,,,,,,,,,"1079 School Circle, Gibson, GA, 30810",,-82.6081653,33.2431319,,13,125,345642,13125,Glascock,Glascock County,6,H1,G4020,,,,A,372283962,1847844,33.2274908,-82.6069126
,,,HealthMPowers,,Porter ES,,,,,,,,,,"5802 School Rd, Macon, GA, 31206",,-83.692083,32.7370949,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Union County Pre-School,,,,,,,,,,"226 School Street, Blairsville, GA, 30512",,-83.9547789,34.875161,,13,291,353193,13291,Union,Union County,6,H1,G4020,,,,A,833786220,18332085,34.8337696,-83.9895727
,,,HealthMPowers,,Huntley Hills,,,,,,,,,,"2112 Seaman Cir, Chamblee, GA, 30341",,-84.3027364,33.9115514,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Glascock County Consolidated School (K-5),,,,,,,,,,"1230 Panther Way, Gibson, GA, 30810",,-82.6114051,33.2418162,,13,125,345642,13125,Glascock,Glascock County,6,H1,G4020,,,,A,372283962,1847844,33.2274908,-82.6069126
,,,HealthMPowers,,Radloff Middle School,,,,,,,,,,"3939 Shackleford Rd, Duluth, GA, 30096",,-84.1396548,33.9459276,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Bain Bridge Middle School,,,,,,,,,,"1301 E. College St, Bainbridge, GA, 39819",,-84.5565126,30.8983956,,13,87,352234,13087,Decatur,Decatur County,6,H1,G4020,,12460,,A,1546584790,67412745,30.8780906,-84.5778942
,,,HealthMPowers,,Edmonds,,,,,,,,,,"4495 Simpson Rd, Forest Park, GA, 30297",,-84.3496449,33.6329925,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Grant Club,,,,,,,,,,"875 Six Flags Drive, Austell, GA, 30168",,-84.5559898,33.7700318,,13,67,1686112,13067,Cobb,Cobb County,6,H1,G4020,122,12060,,A,879749607,12574593,33.93994,-84.5741657
,,,HealthMPowers,,Rutland Middle School,,,,,,,,,,"6260 Skipper Rd, Macon, GA, 31216",,-83.7178457,32.7392338,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Martin Luther King,,,,,,,,,,"1301 Shurling Dr, Macon, GA, 31211",,-83.6001621,32.8595435,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Stephens County Head Start,,,,,,,,,,"176 South Broad Street, Toccoa, GA, 30577",,-83.3333084,34.5746443,,13,257,350028,13257,Stephens,Stephens County,6,H1,G4020,,45740,,A,463948108,13121948,34.5529139,-83.2902156
,,,HealthMPowers,,Jones Wheat,,,,,,,,,,"1401 E Shortwell St, Bainbridge, GA, 39819",,-84.5550756,30.9048559,,13,87,352234,13087,Decatur,Decatur County,6,H1,G4020,,12460,,A,1546584790,67412745,30.8780906,-84.5778942
,,,HealthMPowers,,Waynesboro Primary,,,,,,,,,,"352 Southside Dr., Waynesboro, GA, 30830",,-81.9941184,33.0811671,,13,33,347944,13033,Burke,Burke County,6,H1,G4020,,12260,,A,2141836290,20758798,33.0508189,-82.0115709
,,,HealthMPowers,,Barbara Roland,,,,,,,,,,"1497 Spruce Ridge Way, Stone Mountain, GA, 30044",,-84.2003543,33.7484906,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Food Truck 912: Sustainable Fellwood (Affordable Housing Units),,,,,,,,,,"1401 Fellwood Drive, Savannah, GA, 31415",,-81.1143498,32.0859882,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,HealthMPowers,,Lawrenceville Club,,,,,,,,,,"382 Stone Mountain St, Lawrenceville, GA, 30045",,-83.9954309,33.9421278,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Otis Brock III,,,,,,,,,,"1804 Stratford St, Savannah, GA, 31401",,-81.128048,32.086101,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,HealthMPowers,,Sylvan Hills Middle School,,,,,,,,,,"1461 Sylvan Rd SW, Atlanta, GA, 30310",,-84.4190663,33.71512,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Kilpatrick,,,,,,,,,,"7534 Tara Rd, Jonesboro, GA, 30236",,-84.3574277,33.5484009,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Pointe South Middle School,,,,,,,,,,"8495 Thomas Rd, Jonesboro, GA, 30238",,-84.4112991,33.5234122,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Heritage ES,,,,,,,,,,"6050 Thomaston Rd, Macon, GA, 31220",,-83.7582132,32.8428125,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Tobacco Road,,,,,,,,,,"2397 Tobacco Rd, Augusta, GA, 30906",,-82.056284,33.375493,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,HealthMPowers,,Morrow Middle School,,,,,,,,,,"5934 Trammell Rd, Morrow, GA, 30260",,-84.3197718,33.5941595,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Mis Pequenos Angeles Family Home Daycare,,,,,,,,,,"2600 Treehouse Lane, Lawrenceville, GA, 30044",,-84.0963563,33.9441972,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Harper,,,,,,,,,,"93 Valley Hill Rd SW, Riverdale, GA, 30274",,-84.3889465,33.5645303,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Vineville ES,,,,,,,,,,"2260 Vineville Ave, Macon, GA, 31204",,-83.655706,32.8445294,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Northcutt ES,,,,,,,,,,"5451 W Fayetteville Rd, College Park, GA, 30349",,-84.447653,33.6064696,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,North Clayton Middle School,,,,,,,,,,"5517 W Fayetteville Rd, College Park, GA, 30349",,-84.4476009,33.605233,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Milledgeville Food and Beverage,,,,,,,,,,"1431 W Hancock St, Milledgeville, GA, 31061",,-83.247853,33.074703,,13,9,345255,13009,Baldwin,Baldwin County,6,H1,G4020,,33300,,A,669822405,25008132,33.0595037,-83.2554522
,,,HealthMPowers,,MLK,,,,,,,,,,"5745 W Lees Mill Rd, College Park, GA, 30349",,-84.413236,33.59801,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Graves,,,,,,,,,,"1700 Graves Rd, Norcross, GA, 30093",,-84.216182,33.8954169,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Food Truck 912: Sheppards Gas and Food Mart,,,,,,,,,,"1302 W. Gwinnett St, Savannah, GA, 31415",,-81.1144575,32.0720173,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,HealthMPowers,,M.D. Roberts Middle School,,,,,,,,,,"1905 Walt Stephens Rd, Jonesboro, GA, 30236",,-84.331199,33.5220398,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Hains,,,,,,,,,,"1820 Windsor Spring Rd, Augusta, GA, 30906",,-82.013975,33.412087,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,HealthMPowers,,Carver Club,,,,,,,,,,"20 Warren Street, Atlanta, GA, 30317",,-84.3262385,33.7531528,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,"Wee Care Early Learning Center, Inc",,,,,,,,,,"4200 Washington Road, East Point, GA, 30344",,-84.4900563,33.641635,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Newnan Club,,,,,,,,,,"72 Wesley Street, Newnan, GA, 30263",,-84.8067233,33.3769736,,13,77,326666,13077,Coweta,Coweta County,6,H1,G4020,122,12060,,A,1141929899,12730333,33.3528965,-84.7621381
,,,HealthMPowers,,Fountain,,,,,,,,,,"5215 West St, Forest Park, GA, 30297",,-84.3738779,33.6120989,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Food Truck 912: Department of Family and Children Services,,,,,,,,,,"761 Wheaton St, Savannah, GA, 31401",,-81.083313,32.0698886,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,HealthMPowers,,Angles Sent From Above,,,,,,,,,,"2644 Whitesmill Court, Decatur, GA, 30034",,-84.2976755,33.7103277,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Spalding County Head Start,,,,,,,,,,"390A Wilson Rd, Griffin, GA, 30224",,-84.233133,33.2288939,,13,255,353055,13255,Spalding,Spalding County,6,H1,G4020,122,12060,,A,508851718,8084962,33.2623888,-84.2860671
,,,HealthMPowers,,All Our Children,,,,,,,,,,"4086 Windermere Drive, Lithonia, GA, 30038",,-84.154952,33.6595663,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Windsor Spring,,,,,,,,,,"2534 Windsor Spring Rd, Augusta, GA, 30906",,-82.058739,33.3928889,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,HealthMPowers,,Sue Reynolds,,,,,,,,,,"3840 Wrightsboro Rd, Augusta, GA, 30909",,-82.109314,33.468654,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,HealthMPowers,,Carter ES,,,,,,,,,,"5910 Zebulon Rd, Macon, GA, 31210",,-83.7574482,32.8775682,,13,21,1672039,13021,Bibb,Bibb County,6,H1,G4020,356,31420,,A,646881214,14512477,32.8088443,-83.6941934
,,,HealthMPowers,,Lamar County,,,,,,,,,,"630 Zebulon Street, Barnsville, GA, 30204",,-84.1677274,33.0536467,,13,171,326713,13171,Lamar,Lamar County,6,H1,G4020,122,12060,,A,475262689,6046028,33.0744604,-84.1467206
,,,HealthMPowers,,West Bainbridge,,,,,,,,,,"915 Zorn Rd, Bainbridge, GA, 39817",,-84.6125424,30.933249,,13,87,352234,13087,Decatur,Decatur County,6,H1,G4020,,12460,,A,1546584790,67412745,30.8780906,-84.5778942
,,,HealthMPowers,,Whitehead Club,,,,,,,,,,"1900 Lakewood Ave. SE, Atlanta, GA, 30315",,-84.3831245,33.7027492,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Sherwood Acres ES,,,,,,,,,,"2201 Doncaster Way, Albany, GA, 31707",,-84.1985627,31.6077959,,13,95,351259,13095,Dougherty,Dougherty County,6,H1,G4020,,10500,,A,851140270,15396050,31.5325876,-84.20904
,,,HealthMPowers,,William McGarrah,,,,,,,,,,"2201 Lake Harbin Rd, Morrow, GA, 30260",,-84.3183865,33.5817542,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,East Clayton,,,,,,,,,,"2750 Forest Pkwy, Ellenwood, GA, 30294",,-84.3001508,33.6128479,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,Hancock Central HS,,,,,,,,,,"11311 GA Highway 15, Sparta, GA, 31087",,-82.9709195,33.3007026,,13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
,,,HealthMPowers,,Hancock Central MS,,,,,,,,,,"11311 Ga Highway 15, Sparta, GA, 31087",,-82.9709195,33.3007026,,13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
,,,HealthMPowers,,Leysi A. Guarnizo,,,,,,,,,,"1039 Legacy Lane, Lawrenceville, GA, 30044",,-84.0960675,33.9387139,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Mattie Matthews,,,,,,,,,,"298 Country Club Drive, Jonesboro, GA, 30238",,-84.4010572,33.5006968,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,,,,,,,,,,,"1039 Legacy Lane, Lawrenceville, GA, 30044",,-84.0960675,33.9387139,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,,,,,,,,,,,"298 Country Club Drive, Jonesboro, GA, 30238",,-84.4010572,33.5006968,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,HealthMPowers,,,,,,,,,,,,"740 Cameron Madison Alexander Blvd NW, Atlanta, GA, 30318",,-84.4116036,33.7678146,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,,,,,,,,,,,"1040 Fair St SW, Atlanta, GA, 30314",,-84.421616,33.7487739,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,,,,,,,,,,,"55 Savannah Street, Newnan, GA, 30263",,-84.7934032,33.3702736,,13,77,326666,13077,Coweta,Coweta County,6,H1,G4020,122,12060,,A,1141929899,12730333,33.3528965,-84.7621381
,,,HealthMPowers,,Atlanta School of Excellence,,,,,,,,,,"180 Memorial Drive, Atlanta, GA, 30303",,-84.3933801,33.7466265,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Easter Seals Brookvalley,,,,,,,,,,"1146 Sheridan, Atlanta, GA, 30324",,-84.3503024,33.8208275,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Easter Seals Norcross,,,,,,,,,,"4335 Steve Reynolds Blvd., Norcross, GA, 30093",,-84.148048,33.9251073,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Easter Seals Premier,,,,,,,,,,"399 Macedonia Road, Atlanta, GA, 30354",,-84.3760132,33.6630797,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Easter Seals Walton,,,,,,,,,,"832 Georgia Highway 11 South, Monroe, GA, 30655",,-83.7005465,33.7686762,,13,297,351264,13297,Walton,Walton County,6,H1,G4020,122,12060,,A,843524583,11171158,33.7826485,-83.7342152
,,,HealthMPowers,,Easter Seals Warsaw,,,,,,,,,,"1240 Wasrsaw Rd., Roswell, GA, 30076",,-84.3331283,34.0309287,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Easter Seals Winder,,,,,,,,,,"37 South Center Street, Winder, GA, 30680",,-83.7264303,33.9904936,,13,13,356976,13013,Barrow,Barrow County,6,H1,G4020,122,12060,,A,415375392,6640880,33.9920094,-83.7123025
,,,HealthMPowers,,Maria Gloria Sierra,,,,,,,,,,"1525 Watercreast Circle, Lawrenceville, GA, 30043",,-84.0169282,33.9807249,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,HealthMPowers,,Myra Abdus-Saboor,,,,,,,,,,"2996 Park Street, East Point, GA, 30344",,-84.446383,33.6735627,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,HealthMPowers,,Maria Ortega (My Little Geniuses),,,,,,,,,,"1096 Allgood Road, Marietta, GA, 30062",,-84.5218502,33.9774092,,13,67,1686112,13067,Cobb,Cobb County,6,H1,G4020,122,12060,,A,879749607,12574593,33.93994,-84.5741657
,,,HealthMPowers,,Rockbridge Care and Learning Center,,,,,,,,,,"4733 Rockbridge Road, Stone Mountain, GA, 30083",,-84.1997571,33.7860212,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,The Green Market (Farmers Market),,,,,,,,,,"222 E Hancock St, Milledgeville, GA, 31061",,-83.2248695,33.0820002,,13,9,345255,13009,Baldwin,Baldwin County,6,H1,G4020,,33300,,A,669822405,25008132,33.0595037,-83.2554522
,,,HealthMPowers,,Dollar General,,,,,,,,,,"487 GA-15, Tennille, GA, 31089",,-82.8056928,32.9314792,,13,303,348428,13303,Washington,Washington County,6,H1,G4020,,,,A,1757188479,15284497,32.9718477,-82.7981123
,,,HealthMPowers,,S&T Food Mart,,,,,,,,,,"1356 S Harris St, Sandersville, GA, 31082",,-82.8092293,32.9477094,,13,303,348428,13303,Washington,Washington County,6,H1,G4020,,,,A,1757188479,15284497,32.9718477,-82.7981123
,,,HealthMPowers,,Chamblee (was Brookhaven) Club,,,,,,,,,,"2880 Dresden Drive, Chamblee, GA, 30341",,-84.2771752,33.8767868,,13,89,1687424,13089,DeKalb,DeKalb County,6,H1,G4020,122,12060,,A,693052824,9201253,33.7706611,-84.2263431
,,,HealthMPowers,,Hometown Market and Meat LLC,,,,,,,,,,"115 Warren St, Gibson, GA, 30810",,-82.5953406,33.2386483,,13,125,345642,13125,Glascock,Glascock County,6,H1,G4020,,,,A,372283962,1847844,33.2274908,-82.6069126
,,,HealthMPowers,,Rocky's Food Mart,,,,,,,,,,"9111 E Broad St, Sparta, GA, 31087",,-82.9672654,33.2743852,,13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
,,,HealthMPowers,,Exxon Food Mart,,,,,,,,,,"12820 E Broad St, Sparta, GA, 31087",,-82.9659088,33.2732379,,13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
,,,HealthMPowers,,KJ's Market IGA,,,,,,,,,,"208 W 6th St, Waynesboro, GA, 30830",,-82.0162755,33.0882206,,13,33,347944,13033,Burke,Burke County,6,H1,G4020,,12260,,A,2141836290,20758798,33.0508189,-82.0115709
