OBJECTID,Join_Count,TARGET_FID,STORE_NAME,DISTRICT,COUNTY,PHYSICAL_S,PHYSICAL_C,PHYSICAL_1,PHYSICAL_Z,STORE_TYPE,PHONE,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
1183,1,1182,WALMART SUPERCENTER #2733,MACON,HOUSTON,1009 SAINT PATRICKS DRIVE,PERRY,GA,31,Discount Merchandise/Dept Store,(478) 987-1444,"1009 SAINT PATRICKS DRIVE, PERRY, GA","1009 SAINT PATRICKS DRIVE, PERRY, GA",-83.73933720000,32.47283790000,"1009 st patricks dr, perry, ga 31069, usa",13,153,01671693,13153,Houston,Houston County,06,H1,G4020,356,47580,,A,972671323.00000000000,11319304.00000000000,+32.4583811,-083.6628559
1184,1,1183,WALMART SUPERCENTER #2754,AUGUSTA,BURKE,1500 NORTH LIBERTY STREET,WAYNESBORO,GA,30,Discount Merchandise/Dept Store,(706) 437-8380,"1500 NORTH LIBERTY STREET, WAYNESBORO, GA","1500 NORTH LIBERTY STREET, WAYNESBORO, GA",-82.02436320000,33.10689720000,"1500 n liberty st, waynesboro, ga 30830, usa",13,033,00347944,13033,Burke,Burke County,06,H1,G4020,,12260,,A,2141836290.00000000000,20758798.00000000000,+33.0508189,-082.0115709
1185,1,1184,WALMART SUPERCENTER #2811,ATHENS,CLARKE,4375 LEXINGTON ROAD,ATHENS,GA,30,Discount Merchandise/Dept Store,(706) 355-3966,"4375 LEXINGTON ROAD, ATHENS, GA","4375 LEXINGTON ROAD, ATHENS, GA",-83.30911990000,33.93439390000,"4375 lexington rd, athens, ga 30605, usa",13,059,01672699,13059,Clarke,Clarke County,06,H6,G4020,,12020,,C,308738478.00000000000,4741270.00000000000,+33.9521852,-083.3671522
1186,1,1185,WALMART SUPERCENTER #2860,BRUNSWICK,CHATHAM,160 POOLER PARKWAY,POOLER,GA,31,Discount Merchandise/Dept Store,(912) 748-2677,"160 POOLER PARKWAY, POOLER, GA","160 POOLER PARKWAY, POOLER, GA",-81.24379480000,32.14389260000,"160 pooler pkwy, pooler, ga 31322, usa",13,051,01694477,13051,Chatham,Chatham County,06,H1,G4020,496,42340,,A,1105168782.00000000000,532382555.00000000000,+31.9805230,-081.0851899
1187,1,1186,WALMART SUPERCENTER #2890,MACON,BIBB,5955 ZEBULON ROAD,MACON,GA,31,Discount Merchandise/Dept Store,(478) 471-9150,"5955 ZEBULON ROAD, MACON, GA","5955 ZEBULON ROAD, MACON, GA",-83.76007850000,32.88304790000,"5955 zebulon rd, macon, ga 31210, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
1188,1,1187,WALMART SUPERCENTER #2941,FULTON,FULTON,5200 WINDWARD PARKWAY,ALPHARETTA,GA,30,Discount Merchandise/Dept Store,(770) 772-9033,"5200 WINDWARD PARKWAY, ALPHARETTA, GA","5200 WINDWARD PARKWAY, ALPHARETTA, GA",-84.27429590000,34.09407260000,"5200 windward pkwy, milton, ga 30004, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
1189,1,1188,WALMART SUPERCENTER #2988,ROME,WALKER,2625 NORTH HIGHWAY 27,LAFAYETTE,GA,30,Discount Merchandise/Dept Store,(706) 639-4900,"2625 NORTH HIGHWAY 27, LAFAYETTE, GA","2625 NORTH HIGHWAY 27, LAFAYETTE, GA",-85.27337900000,34.74629220000,"2625 us-27, lafayette, ga 30728, usa",13,295,00354216,13295,Walker,Walker County,06,H1,G4020,174,16860,,A,1156146497.00000000000,1672677.00000000000,+34.7358269,-085.3053852
1190,1,1189,WALMART SUPERCENTER #3,GAINESVILLE,BANKS,30983 HIGHWAY 441 SOUTH,COMMERCE,GA,30,Discount Merchandise/Dept Store,(706) 335-7563,"30983 HIGHWAY 441 SOUTH, COMMERCE, GA","30983 HIGHWAY 441 SOUTH, COMMERCE, GA",-83.45653930000,34.24778280000,"30983 us-441, commerce, ga 30529, usa",13,011,00349230,13011,Banks,Banks County,06,H1,G4020,,,,A,601112294.00000000000,4651147.00000000000,+34.3519216,-083.4984409
1191,1,1190,WALMART SUPERCENTER #3008,FULTON,FULTON,835 MARTIN LUTHER KING JR,ATLANTA,GA,30,Discount Merchandise/Dept Store,(404) 460-2703,"835 MARTIN LUTHER KING JR, ATLANTA, GA","835 MARTIN LUTHER KING JR, ATLANTA, GA",-84.41357340000,33.75589510000,"835 m.l.k. jr dr sw, atlanta, ga 30314, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
1192,1,1191,WALMART SUPERCENTER #3067,GWINNETT,GWINNETT,4975 JIMMY CARTER BOULEVA,NORCROSS,GA,30,Supercenter/Superstore,(770) 225-9882,"4975 JIMMY CARTER BOULEVA, NORCROSS, GA","4975 JIMMY CARTER BOULEVA, NORCROSS, GA",-84.19510270000,33.89467190000,"4975 jimmy carter blvd, norcross, ga 30093, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
1193,1,1192,WALMART SUPERCENTER #3118,DEKALB,DEKALB,2525 N DECATUR ROAD,DECATUR,GA,30,Supermarket,(404) 464-4480,"2525 N DECATUR ROAD, DECATUR, GA","2525 N DECATUR ROAD, DECATUR, GA",-84.28951320000,33.79233340000,"2525 n decatur rd, decatur, ga 30033, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
1194,1,1193,WALMART SUPERCENTER #3188,DEKALB,DEKALB,5935 MEMORIAL DRIVE,STONE MOUNTAIN,GA,30,Discount Merchandise/Dept Store,(404) 260-6142,"5935 MEMORIAL DRIVE, STONE MOUNTAIN, GA","5935 MEMORIAL DRIVE, STONE MOUNTAIN, GA",-84.19510300000,33.79915220000,"5935 memorial dr, stone mountain, ga 30083, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
1195,1,1194,WALMART SUPERCENTER #3201,LAGRANGE,HENRY,135 WILLOW LANE,MCDONOUGH,GA,30,Discount Merchandise/Dept Store,(678) 432-2023,"135 WILLOW LANE, MCDONOUGH, GA","135 WILLOW LANE, MCDONOUGH, GA",-84.18472280000,33.43289200000,"135 willow ln, mcdonough, ga 30253, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
1196,2,1195,WALMART SUPERCENTER #3205,COBB-DOUGLAS,DOUGLAS,1100 THORNTON ROAD,LITHIA SPRINGS,GA,30,Discount Merchandise/Dept Store,(770) 819-1123,"1100 THORNTON ROAD, LITHIA SPRINGS, GA","1100 THORNTON ROAD, LITHIA SPRINGS, GA",-84.60113650000,33.77458440000,"1100 thornton rd, lithia springs, ga 30122, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
1197,1,1196,WALMART SUPERCENTER #3388,GWINNETT,GWINNETT,1400 LAWRENCEVILLE HIGHWA,LAWRENCEVILLE,GA,30,Discount Merchandise/Dept Store,(770) 682-1992,"1400 LAWRENCEVILLE HIGHWA, LAWRENCEVILLE, GA","1400 LAWRENCEVILLE HIGHWA, LAWRENCEVILLE, GA",-84.02500380000,33.93648320000,"1400 lawrenceville hwy, lawrenceville, ga 30044, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
1198,1,1197,WALMART SUPERCENTER #3389,GWINNETT,GWINNETT,3435 CENTERVILLE HIGHWAY,SNELLVILLE,GA,30,Discount Merchandise/Dept Store,(770) 972-7572,"3435 CENTERVILLE HIGHWAY, SNELLVILLE, GA","3435 CENTERVILLE HIGHWAY, SNELLVILLE, GA",-84.04664340000,33.80808370000,"3435 centerville hwy, snellville, ga 30039, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
1199,1,1198,WALMART SUPERCENTER #3402,LAGRANGE,HENRY,1400 HUDSON BRIDGE ROAD,STOCKBRIDGE,GA,30,Discount Merchandise/Dept Store,(770) 474-0123,"1400 HUDSON BRIDGE ROAD, STOCKBRIDGE, GA","1400 HUDSON BRIDGE ROAD, STOCKBRIDGE, GA",-84.23561810000,33.50734840000,"1400 hudson bridge rd, stockbridge, ga 30281, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
1200,1,1199,WALMART SUPERCENTER #3403,ROME,PAULDING,3615 MARIETTA HIGHWAY,DALLAS,GA,30,Discount Merchandise/Dept Store,(770) 445-2141,"3615 MARIETTA HIGHWAY, DALLAS, GA","3615 MARIETTA HIGHWAY, DALLAS, GA",-84.73041350000,33.93547090000,"3615 marietta hwy, dallas, ga 30157, usa",13,223,00349912,13223,Paulding,Paulding County,06,H1,G4020,122,12060,,A,808831964.00000000000,5309335.00000000000,+33.9209028,-084.8669788
1201,1,1200,WALMART SUPERCENTER #3461,LAGRANGE,FAYETTE,2717 HIGHWAY 54 WEST,PEACHTREE CITY,GA,30,Discount Merchandise/Dept Store,(770) 632-6373,"2717 HIGHWAY 54 WEST, PEACHTREE CITY, GA","2717 HIGHWAY 54 WEST, PEACHTREE CITY, GA",-84.59999120000,33.40115640000,"2717 ga-54, peachtree city, ga 30269, usa",13,113,01687740,13113,Fayette,Fayette County,06,H1,G4020,122,12060,,A,503398001.00000000000,12847733.00000000000,+33.4127172,-084.4939407
1202,1,1201,WALMART SUPERCENTER #3471,COBB-DOUGLAS,COBB,3105 COBB PARKWAY NORTHWE,KENNESAW,GA,30,Discount Merchandise/Dept Store,(770) 974-9291,"3105 COBB PARKWAY NORTHWE, KENNESAW, GA","3105 COBB PARKWAY NORTHWE, KENNESAW, GA",-84.65788420000,34.02856590000,"3105 cobb pkwy nw, kennesaw, ga 30152, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
1203,1,1202,WALMART SUPERCENTER #3485,GAINESVILLE,UNION,2257 HIGHWAY 515,BLAIRSVILLE,GA,30,Supercenter/Superstore,(706) 835-2881,"2257 HIGHWAY 515, BLAIRSVILLE, GA","2257 HIGHWAY 515, BLAIRSVILLE, GA",-83.99806740000,34.86393940000,"2257 ga-515, blairsville, ga 30512, usa",13,291,00353193,13291,Union,Union County,06,H1,G4020,,,,A,833786220.00000000000,18332085.00000000000,+34.8337696,-083.9895727
1204,1,1203,WALMART SUPERCENTER #3611,COBB-DOUGLAS,COBB,6520 ERNEST BARRETT PARKW,MARIETTA,GA,30,Discount Merchandise/Dept Store,(770) 222-6666,"6520 ERNEST BARRETT PARKW, MARIETTA, GA","6520 ERNEST BARRETT PARKW, MARIETTA, GA",-84.63630370000,33.86744820000,"6520 ernest w barrett pkwy sw, marietta, ga 30064, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
1205,1,1204,WALMART SUPERCENTER #3621,DEKALB,DEKALB,1871 CHAMBLEE TUCKER ROAD,CHAMBLEE,GA,30,Discount Merchandise/Dept Store,(770) 455-0422,"1871 CHAMBLEE TUCKER ROAD, CHAMBLEE, GA","1871 CHAMBLEE TUCKER ROAD, CHAMBLEE, GA",-84.31130420000,33.88870530000,"1871 chamblee tucker rd, chamblee, ga 30341, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
1206,1,1205,WALMART SUPERCENTER #3627,GAINESVILLE,HALL,3875 MUNDY MILL ROAD,OAKWOOD,GA,30,Discount Merchandise/Dept Store,(770) 535-6543,"3875 MUNDY MILL ROAD, OAKWOOD, GA","3875 MUNDY MILL ROAD, OAKWOOD, GA",-83.87481460000,34.23137880000,"3875 mundy mill rd, oakwood, ga 30566, usa",13,139,01686953,13139,Hall,Hall County,06,H1,G4020,122,23580,,A,1017305163.00000000000,94563088.00000000000,+34.3175876,-083.8184973
1207,1,1206,WALMART SUPERCENTER #3660,ROME,CATOOSA,3550 CUMMINGS HIGHWAY,CHATTANOOGA,TN,37,Discount Merchandise/Dept Store,(423) 821-1556,"3550 CUMMINGS HIGHWAY, CHATTANOOGA, TN","3550 CUMMINGS HIGHWAY, CHATTANOOGA, TN",-85.37643170000,35.01551130000,"3550 cummings hwy, chattanooga, tn 37419, usa",47,065,01639749,47065,Hamilton,Hamilton County,06,H1,G4020,174,16860,,A,1404892802.00000000000,86630798.00000000000,+35.1591860,-085.2022955
1208,1,1207,WALMART SUPERCENTER #3709,DEKALB,DEKALB,2427 GRESHAM ROAD SOUTHEA,ATLANTA,GA,30,Discount Merchandise/Dept Store,(404) 244-3034,"2427 GRESHAM ROAD SOUTHEA, ATLANTA, GA","2427 GRESHAM ROAD SOUTHEA, ATLANTA, GA",-84.31294850000,33.71901790000,"2427 gresham rd s e, atlanta, ga 30316, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
1209,1,1208,WALMART SUPERCENTER #3710,DEKALB,DEKALB,3580 MEMORIAL DRIVE,DECATUR,GA,30,Discount Merchandise/Dept Store,(404) 284-0500,"3580 MEMORIAL DRIVE, DECATUR, GA","3580 MEMORIAL DRIVE, DECATUR, GA",-84.26853700000,33.75734820000,"3580 memorial dr, decatur, ga 30032, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
1210,1,1209,WALMART SUPERCENTER #3741,FULTON,FULTON,1105 RESEARCH CENTER DRIV,ATLANTA,GA,30,Discount Merchandise/Dept Store,(404) 260-6153,"1105 RESEARCH CENTER DRIV, ATLANTA, GA","1105 RESEARCH CENTER DRIV, ATLANTA, GA",-84.50796300000,33.72817900000,"1105 research center dr sw, atlanta, ga 30331, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
1211,1,1210,WALMART SUPERCENTER #3748,COBB-DOUGLAS,COBB,3826 COBB PARKWAY,ACWORTH,GA,30,Discount Merchandise/Dept Store,(770) 966-1226,"3826 COBB PARKWAY, ACWORTH, GA","3826 COBB PARKWAY, ACWORTH, GA",-84.69750020000,34.04764680000,"3826 cobb pkwy nw, acworth, ga 30101, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
1212,1,1211,WALMART SUPERCENTER #3750,MACON,HOUSTON,502 BOOTH ROAD,WARNER ROBINS,GA,31,Discount Merchandise/Dept Store,(478) 918-0338,"502 BOOTH ROAD, WARNER ROBINS, GA","502 BOOTH ROAD, WARNER ROBINS, GA",-83.61239290000,32.59005760000,"502 booth rd, warner robins, ga 31088, usa",13,153,01671693,13153,Houston,Houston County,06,H1,G4020,356,47580,,A,972671323.00000000000,11319304.00000000000,+32.4583811,-083.6628559
1213,1,1212,WALMART SUPERCENTER #3775,FULTON,FULTON,1801 HOWELL MILL ROAD,ATLANTA,GA,30,Discount Merchandise/Dept Store,(404) 352-5252,"1801 HOWELL MILL ROAD, ATLANTA, GA","1801 HOWELL MILL ROAD, ATLANTA, GA",-84.41160360000,33.80313500000,"1801 howell mill rd nw, atlanta, ga 30318, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
1214,1,1213,WALMART SUPERCENTER #3786,GWINNETT,GWINNETT,3250 SARDIS CHURCH ROAD,BUFORD,GA,30,Discount Merchandise/Dept Store,(678) 546-6464,"3250 SARDIS CHURCH ROAD, BUFORD, GA","3250 SARDIS CHURCH ROAD, BUFORD, GA",-83.92198610000,34.07838200000,"3250 sardis church rd, buford, ga 30519, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
1215,1,1214,WALMART SUPERCENTER #3874,GAINESVILLE,DAWSON,156 POWER CENTER DRIVE,DAWSONVILLE,GA,30,Discount Merchandise/Dept Store,(706) 265-8787,"156 POWER CENTER DRIVE, DAWSONVILLE, GA","156 POWER CENTER DRIVE, DAWSONVILLE, GA",-84.04184030000,34.35505120000,"156 power center dr, dawsonville, ga 30534, usa",13,085,00351312,13085,Dawson,Dawson County,06,H1,G4020,122,12060,,A,546042466.00000000000,9272855.00000000000,+34.4428421,-084.1732841
1216,1,1215,WALMART SUPERCENTER #4144,AUGUSTA,RICHMOND,3338 WRIGHTSBORO ROAD,AUGUSTA,GA,30,Supermarket,(706) 941-5317,"3338 WRIGHTSBORO ROAD, AUGUSTA, GA","3338 WRIGHTSBORO ROAD, AUGUSTA, GA",-82.07016470000,33.46678840000,"3338 wrightsboro rd, augusta, ga 30909, usa",13,245,00358024,13245,Richmond,Richmond County,06,H6,G4020,,12260,,C,840008420.00000000000,11042329.00000000000,+33.3614870,-082.0749983
1217,1,1216,WALMART SUPERCENTER #4185,GAINESVILLE,FORSYTH,2395 PEACHTREE PARKWAY,CUMMINGS,GA,30,Discount Merchandise/Dept Store,(770) 406-5165,"2395 PEACHTREE PARKWAY, CUMMINGS, GA","2395 PEACHTREE PARKWAY, CUMMINGS, GA",-84.17368150000,34.10027010000,"2395 peachtree pkwy, cumming, ga 30041, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
1218,1,1217,WALMART SUPERCENTER #4200,COLUMBUS,MUSCOGEE,6475 GATEWAY ROAD,COLUMBUS,GA,31,Discount Merchandise/Dept Store,(706) 563-5979,"6475 GATEWAY ROAD, COLUMBUS, GA","6475 GATEWAY ROAD, COLUMBUS, GA",-84.87592940000,32.53837130000,"6475 gateway rd, columbus, ga 31909, usa",13,215,00357428,13215,Muscogee,Muscogee County,06,H6,G4020,194,17980,,C,560530553.00000000000,11873623.00000000000,+32.5101970,-084.8749460
1219,1,1218,WALMART SUPERCENTER #4283,COLUMBUS,MUSCOGEE,2801 AIRPORT THRUWAY,COLUMBUS,GA,31,Discount Merchandise/Dept Store,(706) 653-4227,"2801 AIRPORT THRUWAY, COLUMBUS, GA","2801 AIRPORT THRUWAY, COLUMBUS, GA",-84.94905110000,32.52290230000,"2801 airport thruway, columbus, ga 31909, usa",13,215,00357428,13215,Muscogee,Muscogee County,06,H6,G4020,194,17980,,C,560530553.00000000000,11873623.00000000000,+32.5101970,-084.8749460
1220,1,1219,WALMART SUPERCENTER #4436,GAINESVILLE,FORSYTH,5455 ATLANTA HIGHWAY,ALPHARETTA,GA,30,Discount Merchandise/Dept Store,(770) 475-4101,"5455 ATLANTA HIGHWAY, ALPHARETTA, GA","5455 ATLANTA HIGHWAY, ALPHARETTA, GA",-84.24928170000,34.15044940000,"5455 atlanta hwy, alpharetta, ga 30004, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
1221,1,1220,WALMART SUPERCENTER #4472,DEKALB,DEKALB,8424 MALL PARKWAY,LITHONIA,GA,30,Discount Merchandise/Dept Store,(770) 225-0428,"8424 MALL PARKWAY, LITHONIA, GA","8424 MALL PARKWAY, LITHONIA, GA",-84.08494800000,33.69474490000,"8424 mall pkwy, lithonia, ga 30038, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
1222,1,1221,WALMART SUPERCENTER #4556,BRUNSWICK,CHATHAM,14030 ABERCORN STREET,SAVANNAH,GA,31,Discount Merchandise/Dept Store,(912) 344-9664,"14030 ABERCORN STREET, SAVANNAH, GA","14030 ABERCORN STREET, SAVANNAH, GA",-81.17354400000,31.98080920000,"14030 abercorn st, savannah, ga 31419, usa",13,051,01694477,13051,Chatham,Chatham County,06,H1,G4020,496,42340,,A,1105168782.00000000000,532382555.00000000000,+31.9805230,-081.0851899
1223,1,1222,WALMART SUPERCENTER #494,LAGRANGE,COWETA,1025 BULLSBORO DR,NEWNAN,GA,30,Discount Merchandise/Dept Store,(770) 502-0677,"1025 BULLSBORO DR, NEWNAN, GA","1025 BULLSBORO DR, NEWNAN, GA",-84.74373890000,33.39371910000,"1025 bullsboro dr, newnan, ga 30265, usa",13,077,00326666,13077,Coweta,Coweta County,06,H1,G4020,122,12060,,A,1141929899.00000000000,12730333.00000000000,+33.3528965,-084.7621381
1224,1,1223,WALMART SUPERCENTER #510,GAINESVILLE,HALL,400 SHALLOWFORD ROAD NORT,GAINESVILLE,GA,30,Discount Merchandise/Dept Store,(770) 503-9300,"400 SHALLOWFORD ROAD NORT, GAINESVILLE, GA","400 SHALLOWFORD ROAD NORT, GAINESVILLE, GA",-83.85044760000,34.29189030000,"400 shallowford rd, gainesville, ga 30504, usa",13,139,01686953,13139,Hall,Hall County,06,H1,G4020,122,23580,,A,1017305163.00000000000,94563088.00000000000,+34.3175876,-083.8184973
1225,1,1224,WALMART SUPERCENTER #5151,ROME,FLOYD,825 CARTERSVILLE HIGHWAY,ROME,GA,30,Discount Merchandise/Dept Store,(706) 292-0838,"825 CARTERSVILLE HIGHWAY, ROME, GA","825 CARTERSVILLE HIGHWAY, ROME, GA",-85.13027070000,34.22126090000,"825 cartersville hwy se, rome, ga 30161, usa",13,115,00353665,13115,Floyd,Floyd County,06,H1,G4020,,40660,,A,1320694712.00000000000,22123874.00000000000,+34.2636769,-085.2137297
1226,1,1225,WALMART SUPERCENTER #5173,DALTON,WHITFIELD,815 SHUGART ROAD,DALTON,GA,30,Discount Merchandise/Dept Store,(706) 281-2855,"815 SHUGART ROAD, DALTON, GA","815 SHUGART ROAD, DALTON, GA",-84.99914190000,34.78668430000,"815 shugart rd, dalton, ga 30720, usa",13,313,00353513,13313,Whitfield,Whitfield County,06,H1,G4020,,19140,,A,752293162.00000000000,1534098.00000000000,+34.8017261,-084.9685410
1227,1,1226,WALMART SUPERCENTER #518,DALTON,CHEROKEE,1550 RIVERSTONE PARKWAY,CANTON,GA,30,Discount Merchandise/Dept Store,(770) 479-9891,"1550 RIVERSTONE PARKWAY, CANTON, GA","1550 RIVERSTONE PARKWAY, CANTON, GA",-84.46107430000,34.25560880000,"1550 riverstone pkwy, canton, ga 30114, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
1228,1,1227,WALMART SUPERCENTER #520,ATHENS,BARROW,440 ATLANTA HIGHWAY NORTH,WINDER,GA,30,Discount Merchandise/Dept Store,(770) 867-8642,"440 ATLANTA HIGHWAY NORTH, WINDER, GA","440 ATLANTA HIGHWAY NORTH, WINDER, GA",-83.75659760000,33.98998890000,"440 atlanta hwy nw, winder, ga 30680, usa",13,013,00356976,13013,Barrow,Barrow County,06,H1,G4020,122,12060,,A,415375392.00000000000,6640880.00000000000,+33.9920094,-083.7123025
1229,2,1228,WALMART SUPERCENTER #5252,ATHENS,WALTON,4221 ATLANTA HIGHWAY,LOGANVILLE,GA,30,Discount Merchandise/Dept Store,(770) 554-7481,"4221 ATLANTA HIGHWAY, LOGANVILLE, GA","4221 ATLANTA HIGHWAY, LOGANVILLE, GA",-83.91001010000,33.84147790000,"4221 atlanta hwy, loganville, ga 30052, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
1230,1,1229,WALMART SUPERCENTER #5275,DALTON,CHEROKEE,6435 BELLS FERRY ROAD,WOODSTOCK,GA,30,Discount Merchandise/Dept Store,(770) 926-2606,"6435 BELLS FERRY ROAD, WOODSTOCK, GA","6435 BELLS FERRY ROAD, WOODSTOCK, GA",-84.58460870000,34.11280550000,"6435 bells ferry rd, woodstock, ga 30189, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
1231,1,1230,WALMART SUPERCENTER #5363,CLAYTON,CLAYTON,11465 TARA BOULEVARD,HAMPTON,GA,30,Discount Merchandise/Dept Store,(770) 471-4451,"11465 TARA BOULEVARD, HAMPTON, GA","11465 TARA BOULEVARD, HAMPTON, GA",-84.32577230000,33.44238510000,"11465 tara blvd, hampton, ga 30228, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
1232,1,1231,WALMART SUPERCENTER #5390,COBB-DOUGLAS,COBB,210 COBB PARKWAY SOUTH,MARIETTA,GA,30,Discount Merchandise/Dept Store,(770) 429-9029,"210 COBB PARKWAY SOUTH, MARIETTA, GA","210 COBB PARKWAY SOUTH, MARIETTA, GA",-84.52187500000,33.94616400000,"210 cobb pkwy se, marietta, ga 30060, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
1233,1,1232,WALMART SUPERCENTER #5392,WAYCROSS,APPLING,980 WEST PARKER STREET,BAXLEY,GA,31,Discount Merchandise/Dept Store,(912) 367-3117,"980 WEST PARKER STREET, BAXLEY, GA","980 WEST PARKER STREET, BAXLEY, GA",-82.36468360000,31.78609760000,"980 w parker st, baxley, ga 31513, usa",13,001,00349113,13001,Appling,Appling County,06,H1,G4020,,,,A,1313330435.00000000000,13420894.00000000000,+31.7397120,-082.2901025
1234,1,1233,WALMART SUPERCENTER #5422,ALBANY,DECATUR,500 EAST ALICE STREET,BAINBRIDGE,GA,39,Discount Merchandise/Dept Store,(229) 246-2404,"500 EAST ALICE STREET, BAINBRIDGE, GA","500 EAST ALICE STREET, BAINBRIDGE, GA",-84.57102300000,30.89015470000,"500 e alice st, bainbridge, ga 39819, usa",13,087,00352234,13087,Decatur,Decatur County,06,H1,G4020,,12460,,A,1546584790.00000000000,67412745.00000000000,+30.8780906,-084.5778942
1235,1,1234,WALMART SUPERCENTER #548,GWINNETT,GWINNETT,630 COLLINS HILL ROAD,LAWRENCEVILLE,GA,30,Discount Merchandise/Dept Store,(770) 995-0102,"630 COLLINS HILL ROAD, LAWRENCEVILLE, GA","630 COLLINS HILL ROAD, LAWRENCEVILLE, GA",-83.99644730000,33.97114580000,"630 collins hill rd, lawrenceville, ga 30046, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
