Agency,id,Address,City,State,Zip,full_add,lon,lat,type,loctype,neighborhood,locality,administrative_area_level_2
Women's Resource Center of Dekalb,P680,Confidential,Decatur,GA,30031,"Confidential, City, GA  30031",-84.3042618,33.7752916,postal_code,approximate,Downtown Decatur,Decatur,DeKalb County
Oglethorpe Pres. Church DBA Suthers Center,P469,3550 Broad Street,Chamblee,GA,30341,"3550 Broad Street, City, GA  30341",-84.3002042,33.8966208,premise,rooftop,NA,Chamblee,DeKalb County
Clifton UMC,P120,2918 Clifton Church Road,Atlanta,GA,30316,"2918 Clifton Church Road, City, GA  30316",-84.299983,33.70134,street_address,rooftop,NA,Atlanta,DeKalb County
St. Timothy's Episcopal Church,P593,2833 Flat Shoals Road,Decatur,GA,30034,"2833 Flat Shoals Road, City, GA  30034",-84.2992585,33.7058084,premise,rooftop,NA,Decatur,DeKalb County
Decatur Housing Initiatives,P171,1450 Commerce Drive,Decatur,GA,30030,"1450 Commerce Drive, City, GA  30030",-84.2990287,33.7723234,street_address,rooftop,Downtown Decatur,Decatur,DeKalb County
Helping Hands Pantry Inc.,P299,334 Carver Road,Griffin,GA,30224,"334 Carver Road, City, GA  30224",-84.2973439,33.2397653,street_address,rooftop,NA,Griffin,Spalding County
"House of Hope, NG, Inc.",P314,11954 Cumming Hwy,Canton,GA,30115,"11954 Cumming Hwy, City, GA  30115",-84.297224,34.241809,street_address,rooftop,NA,Canton,Cherokee County
Clairmont Oaks,P002,"441 Clairemont Avenue,",Decatur,GA,30030,"441 Clairemont Avenue,, City, GA  30030",-84.2962158,33.7804218,premise,rooftop,Great Lakes,Decatur,DeKalb County
Bobby Dodd Institute,P062,"125 Clairemont Avenue, Suite 300",Decatur,GA,30030,"125 Clairemont Avenue, Suite 300, City, GA  30030",-84.2961258,33.7766426,subpremise,rooftop,Downtown Decatur,Decatur,DeKalb County
Philips Tower,P489,218 E. Trinity Place,Decatur,GA,30030,"218 E. Trinity Place, City, GA  30030",-84.2943244,33.7727662,premise,rooftop,Downtown Decatur,Decatur,DeKalb County
St. Patrick's Episcopal Church,P591,4755 North Peachtree Road,Atlanta,GA,30338,"4755 North Peachtree Road, City, GA  30338",-84.2941188,33.9342116,premise,rooftop,NA,Atlanta,DeKalb County
SVDP-St. Peter & Paul Catholic Church,P611,2560 Tilson Road,Decatur,GA,30032,"2560 Tilson Road, City, GA  30032",-84.291601,33.7280688,street_address,rooftop,NA,Decatur,DeKalb County
St. Philip AME Church,P592,240 Candler Road,Atlanta,GA,30317,"240 Candler Road, City, GA  30317",-84.2913637,33.746614,premise,rooftop,East Lake,Atlanta,DeKalb County
"North Georgia Community Support Services, Inc.",P457,Confidential,Confidential,GA,30004,"Confidential, City, GA  30004",-84.2910759,34.1763063,postal_code,approximate,NA,Alpharetta,Fulton County
"International Community School, Inc.",P322,2418 Wood Trail Lane,Decatur,GA,30033,"2418 Wood Trail Lane, City, GA  30033",-84.290103,33.802807,street_address,rooftop,Medlock Park,Decatur,DeKalb County
Decatur Emergency Assistance Ministry,P170,515 E. Ponce de Leon Avenue,Decatur,GA,30030,"515 E. Ponce de Leon Avenue, City, GA  30030",-84.2889786,33.77539,premise,rooftop,Sycamore Ridge,Decatur,DeKalb County
Glory Organized Company,P266,3187 Glenwood Rd,Decatur,GA,30032,"3187 Glenwood Rd, City, GA  30032",-84.2874653,33.7385734,street_address,rooftop,East Lake Terrace,Decatur,DeKalb County
The Power of Healing & Deliverance Ministries In,P633,3021 Memorial DR SE,Atlanta,GA,30317,"3021 Memorial DR SE, City, GA  30317",-84.287171,33.74659,street_address,rooftop,NA,Atlanta,DeKalb County
Center for Pan-Asian Community Services,P089,3510 Shallowford Road NE,Atlanta,GA,30341,"3510 Shallowford Road NE, City, GA  30341",-84.2869515,33.8914865,street_address,rooftop,NA,Atlanta,DeKalb County
Decatur Coop Ministry-Food Co Op #1,P166,1523 Church St,Decatur,GA,30034,"1523 Church St, City, GA  30034",-84.284981,33.791668,point,manual,NA,Decatur,DeKalb County
Decatur Coop Ministry-Food Co Op #2,P167,1523 Church St,Decatur,GA,30034,"1523 Church St, City, GA  30034",-84.284981,33.791668,point,manual,NA,Decatur,DeKalb County
Decatur Coop Ministry-Food Co Op #4,P168,1523 Church St,Decatur,GA,30034,"1523 Church St, City, GA  30034",-84.284981,33.791668,point,manual,NA,Decatur,DeKalb County
Decatur Cooperative Ministries - Food Co-op # 3,P169,1523 Church St,Decatur,GA,30034,"1523 Church St, City, GA  30034",-84.284981,33.791668,point,manual,NA,Decatur,DeKalb County
Hampton UMC - Food Pantry,P291,10 West Main Street,Hampton,GA,30228,"10 West Main Street, City, GA  30228",-84.2836324,33.3860048,premise,rooftop,NA,Hampton,Henry County
New Hope Seventh Day Adventist Church,P430,3979 Panthersville Road,Ellenwood,GA,30294,"3979 Panthersville Road, City, GA  30294",-84.2817011,33.6658161,street_address,rooftop,NA,Ellenwood,DeKalb County
North Atlanta Hispanic SDA Church,P443,3554 Strait Street,Atlanta,GA,30340,"3554 Strait Street, City, GA  30340",-84.281458,33.8944584,street_address,rooftop,NA,Atlanta,DeKalb County
"A Higher Calling,  Inc.",P005,305A Louise Lane,Griffin,GA,30223,"305A Louise Lane, City, GA  30223",-84.2813921,33.2527208,street_address,rooftop,NA,Griffin,Spalding County
Shallowford Presbyterian Church,P560,2375 Shallowford Road NE,Atlanta,GA,30345,"2375 Shallowford Road NE, City, GA  30345",-84.2813842,33.8575335,street_address,rooftop,NA,Atlanta,DeKalb County
Contribute 2America Food Cooperative,P141,4105 Briarcliff Rd NE,Atlanta,GA,30345,"4105 Briarcliff Rd NE, City, GA  30345",-84.2800131,33.8553219,premise,rooftop,NA,Atlanta,DeKalb County
The Edge Church of the Nazarene dba Shop The Edge,P624,2718 E College Av,Decatur,GA,30030,"2718 E College Av, City, GA  30030",-84.278751,33.7750858,street_address,rooftop,NA,Decatur,DeKalb County
Soldiers' Angels,P571,250 North Arcadia Ave.,Decatur,GA,30030,"250 North Arcadia Ave., City, GA  30030",-84.2784173,33.7823016,street_address,rooftop,NA,Decatur,DeKalb County
Decatur Seventh Day Adventist Church,P172,2365 Candler Road,Decatur,GA,30032,"2365 Candler Road, City, GA  30032",-84.2778744,33.7214477,premise,rooftop,NA,Decatur,DeKalb County
Southside Haitian COG,P580,47 McDonough Street,Hampton,GA,30228,"47 McDonough Street, City, GA  30228",-84.276436,33.383036,street_address,rooftop,NA,Hampton,Henry County
Allegre Point Senior Residences,P025,3391 Flat Shoals Rd.,Decatur,GA,30034,"3391 Flat Shoals Rd., City, GA  30034",-84.2754888,33.7044496,premise,rooftop,NA,Decatur,DeKalb County
Salvation Army-Griffin,P543,725 Meriwether Street,Griffin,GA,30224,"725 Meriwether Street, City, GA  30224",-84.2747072,33.2440271,premise,rooftop,NA,Griffin,Spalding County
Salvation Army-Griffin Community Cent Boys & Girls,P544,725 Meriwether St.,Griffin,GA,30224,"725 Meriwether St., City, GA  30224",-84.2747072,33.2440271,premise,rooftop,NA,Griffin,Spalding County
Salvation Army-Griffin-Shelter,P545,329 N. 13th St.,Griffin,GA,30224,"329 N. 13th St., City, GA  30224",-84.27346,33.252327,point,manual,NA,Griffin,Spalding County
New Mercy Community Services Inc.,P438,742 Pimento Avenue,Griffin,GA,30224,"742 Pimento Avenue, City, GA  30224",-84.2734115,33.240359,premise,rooftop,NA,Griffin,Spalding County
Congregation Beth Shalom Inc.,P140,5303 Winters Chapel Rd,Atlanta,GA,30360,"5303 Winters Chapel Rd, City, GA  30360",-84.2708691,33.951955,street_address,rooftop,NA,Atlanta,DeKalb County
Beverly J. Searles Foundation,P058,5030 Nesbit Ferry Lane,Sandy Springs,GA,30350,"5030 Nesbit Ferry Lane, City, GA  30350",-84.2707378,33.9651887,premise,rooftop,NA,Atlanta,Fulton County
Small Treasures Learning Center Inc.,P570,502 W Solomon St,Griffin,GA,30223,"502 W Solomon St, City, GA  30223",-84.2705527,33.248516,premise,rooftop,NA,Griffin,Spalding County
Five Loaves and Two Fish Pantry,P236,412 West Slaton Ave,Griffin,GA,30223,"412 West Slaton Ave, City, GA  30223",-84.2692242,33.2492354,street_address,rooftop,NA,Griffin,Spalding County
Oak View Elementary,P466,3574 Oakvale Rd,Decatur,GA,30034,"3574 Oakvale Rd, City, GA  30034",-84.2688369,33.6803257,street_address,rooftop,NA,Decatur,DeKalb County
New Life Community Center,P434,3592 Flat Shoals Road,Decatur,GA,30034,"3592 Flat Shoals Road, City, GA  30034",-84.2682902,33.7036374,premise,rooftop,NA,Decatur,DeKalb County
Cords of Life Inc.,P145,3013 Rainbow Dr. Suite C,Decatur,GA,30034,"3013 Rainbow Dr. Suite C, City, GA  30034",-84.2668503,33.7084023,subpremise,rooftop,NA,Decatur,DeKalb County
Griffin Housing Authority,P287,518 Nine Oats Dr.,Griffin,GA,30224,"518 Nine Oats Dr., City, GA  30224",-84.2664609,33.2428097,street_address,range_interpolated,NA,Griffin,Spalding County
Abundant Life Soup Kitchen-St.George Episcopal,P008,132 West Cherry Street,Griffin,GA,30224,"132 West Cherry Street, City, GA  30224",-84.2650402,33.2556097,premise,rooftop,NA,Griffin,Spalding County
Impact Christian Ministries,P319,115 West Soloman St,Griffin,GA,30223,"115 West Soloman St, City, GA  30223",-84.2646282,33.2487841,street_address,rooftop,Downtown,Griffin,Spalding County
Faith Community Development,P205,119 West Central Ave.,Griffin,GA,30223,"119 West Central Ave., City, GA  30223",-84.2645054,33.2516053,premise,rooftop,NA,Griffin,Spalding County
Greater Fellowship Outreach & Developme,P281,3075 Rainbow Cir.,Decatur,GA,30034,"3075 Rainbow Cir., City, GA  30034",-84.2639911,33.7094232,premise,rooftop,NA,Decatur,DeKalb County
Ahepa One Apartments,P023,2025 Ludovie Lane,Decatur,GA,30033,"2025 Ludovie Lane, City, GA  30033",-84.261877,33.843083,street_address,rooftop,Northlake,Decatur,DeKalb County
Play Hard Elite Incorporated,P492,232 East Broad St,Griffin,GA,30223,"232 East Broad St, City, GA  30223",-84.2605164,33.2499718,street_address,rooftop,Downtown,Griffin,Spalding County
Greenforest Baptist Church,P286,3250 Rainbow Dr.,Decatur,GA,30034,"3250 Rainbow Dr., City, GA  30034",-84.257564,33.7146938,street_address,rooftop,NA,Decatur,DeKalb County
RSS&B,P534,3810 Waldrop Road,Decatur,GA,30034,"3810 Waldrop Road, City, GA  30034",-84.256541,33.677334,street_address,rooftop,NA,Decatur,DeKalb County
Episcopal Church of the Holy Cross,P197,2005 S. Columbia Place,Decatur,GA,30032,"2005 S. Columbia Place, City, GA  30032",-84.256415,33.732717,street_address,rooftop,NA,Decatur,DeKalb County
H. P. Taylor Brotherhood,P288,679 Glendale Road,Scottdale,GA,30079,"679 Glendale Road, City, GA  30079",-84.2535943,33.7962737,street_address,rooftop,NA,Scottdale,DeKalb County
Church of God of Prophecy--Decatur,P105,3333 Covington Drive,Decatur,GA,30032,"3333 Covington Drive, City, GA  30032",-84.2535673,33.7607554,street_address,rooftop,NA,Decatur,DeKalb County
Hillside Presbyterian Church,P307,1879 Columbia Drive,Decatur,GA,30032,"1879 Columbia Drive, City, GA  30032",-84.2533554,33.7357157,premise,rooftop,NA,Decatur,DeKalb County
Columbia Drive United Methodist Church,P123,2067 Columbia Drive,Decatur,GA,30032,"2067 Columbia Drive, City, GA  30032",-84.2531847,33.7289373,street_address,rooftop,NA,Decatur,DeKalb County
Stand Inc.,P595,3486 Covington Hwy,Decatur,GA,30032,"3486 Covington Hwy, City, GA  30032",-84.2507836,33.7678121,premise,rooftop,NA,Decatur,DeKalb County
Embry Hills UMC - Snax Sax for Kids,P191,3304 Henderson Mill Road,Atlanta,GA,30341,"3304 Henderson Mill Road, City, GA  30341",-84.2473795,33.8814175,street_address,rooftop,NA,Chamblee,DeKalb County
"Developmental Disabilities Ministries, Inc.",P176,6320 Amherst Court,Norcross,GA,30092,"6320 Amherst Court, City, GA  30092",-84.2449607,33.9539386,premise,rooftop,NA,Norcross,Gwinnett County
County Line UMC,P149,4031 Old River Road,Ellenwood,GA,30294-1926,"4031 Old River Road, City, GA  30294-1926",-84.2446446,33.6579456,street_address,rooftop,NA,Ellenwood,DeKalb County
"Early Learning Scholars & Family Services, Inc",P183,3534 Clarkston Industrial Blvd,Clarkston,GA,30021,"3534 Clarkston Industrial Blvd, City, GA  30021",-84.2444463,33.818222,premise,rooftop,NA,Clarkston,DeKalb County
Church of the Holy Cross,P107,3175 Hathaway Court,Atlanta,GA,30341,"3175 Hathaway Court, City, GA  30341",-84.240624,33.8827471,street_address,rooftop,NA,Atlanta,DeKalb County
Clarkston High,P116,618 N Indian Creek Dr,Clarkston,GA,30021,"618 N Indian Creek Dr, City, GA  30021",-84.2401641,33.7931943,street_address,rooftop,NA,Clarkston,DeKalb County
Clarkston United Methodist Church,P117,3919 Church Street,Clarkston,GA,30021,"3919 Church Street, City, GA  30021",-84.2395431,33.808494,premise,rooftop,NA,Clarkston,DeKalb County
East Griffin Baptist Church,P186,999 High Falls Road,Griffin,GA,30223,"999 High Falls Road, City, GA  30223",-84.2395282,33.2466475,premise,rooftop,NA,Griffin,Spalding County
Clarkston Community Center Co-op,P113,3701 College Avenue,Clarkston,GA,30021,"3701 College Avenue, City, GA  30021",-84.2384564,33.8056627,street_address,rooftop,NA,Clarkston,DeKalb County
Clarkston Community Center Food Pantry,P114,3701 College Avenue,Clarkston,GA,30021,"3701 College Avenue, City, GA  30021",-84.2384564,33.8056627,street_address,rooftop,NA,Clarkston,DeKalb County
Living Grace Lutheran Church,P369,1812 Cooledge Road,Tucker,GA,30084,"1812 Cooledge Road, City, GA  30084",-84.238316,33.835598,street_address,rooftop,NA,Tucker,DeKalb County
Clarkston First Bapt.-Food Program,P115,3983 Church Street,Clarkston,GA,30021,"3983 Church Street, City, GA  30021",-84.2380259,33.8107926,premise,rooftop,NA,Clarkston,DeKalb County
Jodeco Road United Methodist,P333,1500 Jodeco Road,Stockbridge,GA,30281,"1500 Jodeco Road, City, GA  30281",-84.2369764,33.4925367,premise,rooftop,NA,Stockbridge,Henry County
Peace on the Move /Peace Baptist Church FP,P483,4000 Covington Hwy.,Decatur,GA,30032,"4000 Covington Hwy., City, GA  30032",-84.2360068,33.7564018,street_address,rooftop,NA,Decatur,DeKalb County
God Life and Living H C of Jesus Christ,P267,3837 Linecrest Road,Ellenwood,GA,30294,"3837 Linecrest Road, City, GA  30294",-84.2349184,33.6537146,premise,rooftop,NA,Ellenwood,DeKalb County
Decatur All Nations Community Church,P165,3840 Kensington Rd.,Decatur,GA,30032,"3840 Kensington Rd., City, GA  30032",-84.234054,33.7683594,premise,rooftop,NA,Decatur,DeKalb County
"Hightower Baptist Association, Inc.",P306,8630 Wallace Tatum Road,Cumming,GA,30028,"8630 Wallace Tatum Road, City, GA  30028",-84.232347,34.289371,street_address,rooftop,NA,Cumming,Forsyth County
Mountainside SDA Church,P405,3936 Rainbow Drive,Decatur,GA,30034,"3936 Rainbow Drive, City, GA  30034",-84.2304318,33.7088416,premise,rooftop,NA,Decatur,DeKalb County
Bethel UMC Food Co-op,P056,245 Fairview Road,Stockbridge,GA,30281,"245 Fairview Road, City, GA  30281",-84.230333,33.6150224,street_address,rooftop,NA,Stockbridge,Henry County
Family Support Circle,P214,109 South Lee St,Stockbridge,GA,30281,"109 South Lee St, City, GA  30281",-84.2302671,33.5413768,premise,rooftop,NA,Stockbridge,Henry County
The Smart Place:Adult & Children Service,P639,1916 Glenfair Rd.,Decatur,GA,30035,"1916 Glenfair Rd., City, GA  30035",-84.2295673,33.7340857,premise,rooftop,NA,Decatur,DeKalb County
Ambassadors Life Center Inc.,P027,125 Rock Quarry Road,Stockbridge,GA,30281,"125 Rock Quarry Road, City, GA  30281",-84.2261918,33.5395738,premise,rooftop,NA,Stockbridge,Henry County
First St. Peter AME Church,P233,1074 S. Indian Creek Drive,Stone Mountain,GA,30083,"1074 S. Indian Creek Drive, City, GA  30083",-84.2233847,33.7664016,street_address,rooftop,NA,Stone Mountain,DeKalb County
"Beulah Urban Outreach, Inc-Coc",P057,2901 Wesley Chapel Rd,Decatur,GA,30034,"2901 Wesley Chapel Rd, City, GA  30034",-84.2224085,33.7030511,street_address,rooftop,NA,Decatur,DeKalb County
Mt. Olive Outreach - 12 Baskets Food Pantry,P408,470 Mt. Olive Road,Stockbridge,GA,30281,"470 Mt. Olive Road, City, GA  30281",-84.2221827,33.4735816,street_address,range_interpolated,NA,Stockbridge,Henry County
City of Hope Community Development,P109,182 Hunter Street,Norcross,GA,30071,"182 Hunter Street, City, GA  30071",-84.2210869,33.9377137,premise,rooftop,NA,Norcross,Gwinnett County
Families Advocating for Voices of Resilience,P209,"798 Rays Rd, Suite 94",Stone Mountain,GA,30083,"798 Rays Rd, Suite 94, City, GA  30083",-84.2210869,33.8011967,subpremise,rooftop,NA,Stone Mountain,DeKalb County
Love and Grace Christian Academy,P372,4164 Rainbow Dr,Decatur,GA,30034,"4164 Rainbow Dr, City, GA  30034",-84.2208399,33.7075669,premise,rooftop,NA,Decatur,DeKalb County
Ellenwood Oaks Community Church,P190,1234 Panola Road,Ellenwood,GA,30294,"1234 Panola Road, City, GA  30294",-84.2201739,33.6292516,street_address,rooftop,NA,Ellenwood,Henry County
Latter Rain Church of Jesus Christ Apostolic Inc.,P352,4633 Covington Hwy,Decatur,GA,30035,"4633 Covington Hwy, City, GA  30035",-84.2197077,33.7425641,premise,rooftop,NA,Decatur,DeKalb County
"Teach ""O"" Rea Preparatory Preschool, Inc",P614,791 Rays Road,Stone Mountain,GA,30083,"791 Rays Road, City, GA  30083",-84.2196665,33.8011085,premise,rooftop,NA,Stone Mountain,DeKalb County
Bethel Family Church - The Family Pantry,P055,2209 Wesley Chapel Road,Decatur,GA,30035,"2209 Wesley Chapel Road, City, GA  30035",-84.2145611,33.7241376,premise,rooftop,NA,Decatur,DeKalb County
Kelley Chapel UMC,P342,3411 Kelley Chapel Road,Decatur,GA,30034,"3411 Kelley Chapel Road, City, GA  30034",-84.21417,33.683923,premise,rooftop,NA,Decatur,DeKalb County
NETworks Cooperative Ministry,P417,2380 4th Street,Tucker,GA,30084,"2380 4th Street, City, GA  30084",-84.2135112,33.8551772,premise,rooftop,NA,Tucker,DeKalb County
NETworks Cooperative Ministry-Food Co Op,P418,2380 4th St,Tucker,GA,30084,"2380 4th St, City, GA  30084",-84.2135112,33.8551772,premise,rooftop,NA,Tucker,DeKalb County
One 2 One Educational Support,P470,4989 Peachtree Parkway,Peachtree Corners,GA,30092,"4989 Peachtree Parkway, City, GA  30092",-84.2117818,33.98754,premise,rooftop,NA,Peachtree Corners,Gwinnett County
The Soul Factory,P640,5567 Memorial Drive,Stone Mountain,GA,30083,"5567 Memorial Drive, City, GA  30083",-84.2100246,33.7993845,street_address,rooftop,NA,Stone Mountain,DeKalb County
Nehemiah Medical & Charitable Mission,P416,5320 Jimmy Carter Blvd.,Norcross,GA,30093,"5320 Jimmy Carter Blvd., City, GA  30093",-84.2067362,33.902781,street_address,rooftop,Gwinnett Village,Norcross,Gwinnett County
The Abba House - Rowland Road,P620,730 Rowland Road,Stone Mountain,GA,30083,"730 Rowland Road, City, GA  30083",-84.2055227,33.7762022,premise,rooftop,NA,Stone Mountain,DeKalb County
Big Step International Support Inc.,P001,6051 Oakbrook Pkwy,Norcross,GA,30093,"6051 Oakbrook Pkwy, City, GA  30093",-84.20496,33.911344,street_address,rooftop,Gwinnett Village,Norcross,Gwinnett County
"Alyssa and Brothers,Inc.-Rowley Residenc",P026,4552 Dorset Circle,Decatur,GA,30035,"4552 Dorset Circle, City, GA  30035",-84.2044314,33.7190504,premise,rooftop,NA,Decatur,DeKalb County
Korean American Senior Citizens League,P347,5900 Brook Hollow Pkwy,Norcross,GA,30071,"5900 Brook Hollow Pkwy, City, GA  30071",-84.2027635,33.9188338,premise,rooftop,Gwinnett Village,Norcross,Gwinnett County
Norcross Cooperative Ministry,P442,2275 Mitchell Road,Norcross,GA,30071,"2275 Mitchell Road, City, GA  30071",-84.2014868,33.9319306,premise,rooftop,Gwinnett Village,Norcross,Gwinnett County
Crossroad Christian Church Inc.,P159,3545 N Henry Blvd,Stockbridge,GA,30281,"3545 N Henry Blvd, City, GA  30281",-84.201398,33.5361969,premise,rooftop,NA,Stockbridge,Henry County
The Abba House,P619,4590 Arbor Walk Court,Stone Mountain,GA,30083,"4590 Arbor Walk Court, City, GA  30083",-84.2012603,33.7842001,premise,rooftop,NA,Stone Mountain,DeKalb County
Champions Christian Academy,P095,1125 South Hairston Road,Stone Mountain,GA,30088,"1125 South Hairston Road, City, GA  30088",-84.1975331,33.7631268,street_address,rooftop,NA,Stone Mountain,DeKalb County
No Longer Bound,P441,2725 Pine Grove Rd,Cumming,GA,30041,"2725 Pine Grove Rd, City, GA  30041",-84.1975096,34.1113222,street_address,rooftop,NA,Alpharetta,Forsyth County
"Healing for the Soul Ministries, Inc",P294,1683 South Hairston Rd,Stone Mountain,GA,30088,"1683 South Hairston Rd, City, GA  30088",-84.1970151,33.744727,street_address,rooftop,NA,Stone Mountain,DeKalb County
Antioch AME Church-Ruby Hoke WMS,P033,765 South Hairston Road,Stone Mountain,GA,30083,"765 South Hairston Road, City, GA  30083",-84.194503,33.7763459,street_address,rooftop,NA,Stone Mountain,DeKalb County
Stone Mill Elementary,P597,4900 Sheila Ln,Stone Mountain,GA,30083,"4900 Sheila Ln, City, GA  30083",-84.1897922,33.8155455,establishment,rooftop,NA,Stone Mountain,DeKalb County
New Hope Church of God,P428,1783 Fairvew Rd,Stockbridge,GA,30281,"1783 Fairvew Rd, City, GA  30281",-84.1879869,33.6057015,street_address,range_interpolated,NA,Stockbridge,Henry County
ICNA  Relief USA Programs Inc.,P318,6200 Memorial Dr,Stone Mountain,GA,30083,"6200 Memorial Dr, City, GA  30083",-84.1879285,33.8073273,establishment,rooftop,NA,Stone Mountain,DeKalb County
Reach Community Development Center Inc,P510,6212- B Memorial Drive,Stone Mountain,GA,30083,"6212- B Memorial Drive, City, GA  30083",-84.1875246,33.8080739,street_address,rooftop,NA,Stone Mountain,DeKalb County
Atlanta General Education Center Inc.,P042,2211 Beaver Ruin Rd,Norcross,GA,30071,"2211 Beaver Ruin Rd, City, GA  30071",-84.1861392,33.9358292,street_address,rooftop,Gwinnett Village,Norcross,Gwinnett County
"White Dove Church Of God, Inc.",P679,2251 Hwy 42 N,McDonough,GA,30253,"2251 Hwy 42 N, City, GA  30253",-84.1855055,33.5026107,premise,rooftop,NA,McDonough,Henry County
"Camp of Champions, Inc",P076,3261 Panola Rd,Lithonia,GA,30038,"3261 Panola Rd, City, GA  30038",-84.176733,33.690935,street_address,rooftop,NA,Lithonia,DeKalb County
First African Community Development Corporation,P219,5197 Salem Road,Lithonia,GA,30038,"5197 Salem Road, City, GA  30038",-84.176442,33.678064,premise,rooftop,NA,Lithonia,DeKalb County
South East Atlanta Seventh Day Baptist Church,P576,60 Dailey Mill Road,McDonough,GA,30253,"60 Dailey Mill Road, City, GA  30253",-84.173174,33.4589117,street_address,rooftop,NA,McDonough,Henry County
Creekside United Methodist Church,P157,673 Peachtree Parkway,Cumming,GA,30041,"673 Peachtree Parkway, City, GA  30041",-84.1712243,34.1451645,street_address,rooftop,NA,Cumming,Forsyth County
A Friends House,P004,111 Henry Pkwy,McDonough,GA,30253,"111 Henry Pkwy, City, GA  30253",-84.1712079,33.4265454,street_address,rooftop,NA,McDonough,Henry County
Stone Mountain Ecumenical Co-Op Ministri,P598,5324 W. Mountain Street,Stone Mountain,GA,30083,"5324 W. Mountain Street, City, GA  30083",-84.1707355,33.8083305,street_address,rooftop,NA,Stone Mountain,DeKalb County
Community Connections of Atlanta,P128,5705 Memorial Drive,Stone Mountain,GA,30083,"5705 Memorial Drive, City, GA  30083",-84.1699962,33.804964,courthouse,rooftop,NA,Stone Mountain,DeKalb County
SVDP Stone Mountain Family Support Center,P609,4871 Memorial Drive,Stone Mountain,GA,30083,"4871 Memorial Drive, City, GA  30083",-84.1699962,33.804964,courthouse,rooftop,NA,Stone Mountain,DeKalb County
Kingdom Life Church Worldwide Ministries,P344,2360 Mellon Ct.,Decatur,GA,30035,"2360 Mellon Ct., City, GA  30035",-84.1681189,33.7188446,premise,rooftop,NA,Decatur,DeKalb County
"Weekes House,Inc.",P674,5430 Rocky Pine Dr.,Lithonia,GA,30038,"5430 Rocky Pine Dr., City, GA  30038",-84.1678923,33.6854289,premise,rooftop,NA,Lithonia,DeKalb County
Sunshine Community Brotherhood Foundation,P602,2750 Panola Rd.,Lithonia,GA,30058,"2750 Panola Rd., City, GA  30058",-84.1672948,33.7080129,premise,rooftop,NA,Lithonia,DeKalb County
Fairington Elementary,P203,5505 Phillip Bradely Dr,Lithonia,GA,30038,"5505 Phillip Bradely Dr, City, GA  30038",-84.164416,33.69565,street_address,rooftop,NA,Lithonia,DeKalb County
"Yesana Mission Church, Inc.",P692,4335 Abbotts Bridge RD,Duluth,GA,30097,"4335 Abbotts Bridge RD, City, GA  30097",-84.1628473,34.0215317,street_address,range_interpolated,NA,Duluth,Gwinnett County
Light of the World Christian Church,P363,5883 Hwy 155 North,Stockbridge,GA,30281,"5883 Hwy 155 North, City, GA  30281",-84.1607505,33.6053691,church,rooftop,NA,Stockbridge,Henry County
Stone Mountain SDA Church,P599,1350 Silver Hill Road,Stone Mountain,GA,30087,"1350 Silver Hill Road, City, GA  30087",-84.1607013,33.8210502,premise,rooftop,NA,Stone Mountain,DeKalb County
Cumming First United Methodist Church,P161,770 Canton Highway,Cumming,GA,30040,"770 Canton Highway, City, GA  30040",-84.1605837,34.2286206,street_address,rooftop,NA,Cumming,Forsyth County
North Central - There's Hope Dawson County,P444,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central - There's Hope Hall County,P445,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central - There's Hope Lumpkin County,P446,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central - There's Hope Union County,P447,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central /There's Hope--Bartow,P448,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central /There's Hope-Fulton,P449,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central /There's Hope-Gwinnett,P450,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central /There's Hope-Paulding,P451,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central/There's Hope,P452,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central/There's Hope-Cobb,P453,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
