UGA = 1,,Open Hand Atlanta = 2,HealthMPowers = 3,DPH = 4,,,,,,,,,,,
Agency,Date Added,"Project = Farmers Market, Elementary Youth etc.","Site Location (School district, school name, food bank, etc.)",Address building number,Street Name,City,Zip Code,County,Target Audience,,,,,,
2,1/1/2018,,Wayfield Food,3050,MLK Blvd,Atlanta,30311,Fulton,Adults 18+,,,,,,
2,1/1/2018,,East Point Farmer Market,2757,East Point St,East Point,30344,Fulton,Adults 18+,,,,,,
2,1/1/2018,,Norcross Farmer Market,,Lillian Webb Park,,30071,Gwinett,Adults 18+,,,,,,
2,1/1/2018,,Urban Recipe,645,Grant Street,Atlanta,30312,Fulton,Adults 18+,,,,,,
2,1/1/2018,,Quest Community Development,879,Rock Street,Atlanta,30314,Fulton,Adults 18+,,,,,,
2,1/1/2018,,Raising Expectations,225,James P Brawley Dr NW,Atlanta,30314,Fulton,Teens 14-18,,,,,,
2,1/1/2018,,Pearson Farmer Market,89,89 Main St S,Pearson,31642,Atkinson,Adults 18+,,,,,,
2,1/1/2018,,4H,636,636 E Austin Ave,Pearson,31642,Atkinson,kids 5-17,,,,,,
2,1/1/2018,,WIC Farmer Market,2747,2747 4th St,Brunswick,31520,Glynn,Adults 18+,,,,,,
2,1/1/2018,,WIC Farmer Market,1183,1183 Bultman Ave,Hinesville,31310,Liberty,Adults 18+,,,,,,
2,1/1/2018,,Senior Citizens Inc.,3025,3025 Bull St,Savannah,31405,Chatam,Adults 18+,,,,,,
2,1/1/2018,,Savannah's Children Museum,655,Louisville Rd,Savannah,31401,Chatam,kids 5-12,,,,,,
2,1/1/2018,,Waycross Housing Authority,1460,1460 N Augusta Ave,Waycross,31503,Wayne,kids 5-12,,,,,,
2,1/1/2018,,Veterans Empowerment Organization,373,373 West Lake Ave. NW,Atlanta,30318,Fulton,"Individuals, Families",,,,,,
2,1/1/2018,,Tattnall County Library,129,129 Tattnall St??,Reidville,30453,Tattnall,"Individuals, Families",,,,,,
2,1/1/2018,,Children?€?s Specialist Hospital- Memorial Health,4700,4700 Waters Avenue,Savannah,31404,Chatam,families,,,,,,
2,1/1/2018,,Community Assistance Center,1130,1130 Hightower Trail,Atlanta,30350??,Fulton,,,,,,,
2,1/1/2018,,Caring Works,275,275 Washington St,Atlanta,30303,Fulton,Adults 18+,,,,,,
2,1/1/2018,,"Concerted Services Senior Center, Candler County",430,430 North Rountree St,Metter,30439,Candler,"Adults 18+, Families",,,,,,
2,1/1/2018,,"Concerted Services Senior Center, Evans County",,"George Neder Center, Hwy 280 E, Claxton, GA 30417??",Claxton,30417,Evans,"Adults 18+, Families",,,,,,
2,1/1/2018,,"Concerted Services Senior Center, Tattnall County??",144,144 West Brazell St,Reidsville,30453,Tattnall,"Adults 18+, Families",,,,,,
2,1/1/2018,,Operation Peace,542,542 Boulevard NE,Atlanta,30308,Fulton,Teens 14-18,,,,,,
2,1/1/2018,,Safe Harbor Children's Center,2215,2215 Gloucester Street,Brunswick,31520,Glynn,Teens 14-18,,,,,,
2,1/1/2018,,Allegre Point with Mercy Housing,3391,3391 Flat Shoals Road,Decatur,30032,DeKalb,Seniors,,,,,,
2,1/1/2018,,Pierce County High School - Special Education Program,4850,"4850 County Farm Rd,",Blackshear,31516,Pierce,Teens 14-18,,,,,,
2,1/1/2018,,Family Support Circle,3893,Kensington Rd,Decatur,30032,DeKalb,Teens 14-18,,,,,,
2,1/1/2018,,Decatur Housing Authority,750,Commerce Drive Suite 110,Decatur,30030,DeKalb,Adults,,,,,,
2,1/1/2018,,CETPA  http://www.cetpa.org,4650,"4650 Jimmy Carter Blvd., Suite 113",Norcross,30093,Gwinett,kids and teens,,,,,,
2,1/1/2018,,Center for Working Families,477,Windsor St SW,Atlanta,30312,Fulton,families,,,,,,
2,1/1/2018,,Pebblebrook High School- Family Program,991,Old Alabama Road,Mableton,30126,Cobb,teens 14-18 and Adults,,,,,,
2,1/1/2018,,Enough to Share Food Pantry- Atlanta Masjid,560,Fayetteville Rd,Atlanta,30315,Fulton,Adults,,,,,,
2,1/1/2018,,Unison Behavioral Health,310,Williams Street,Waycross,31501,Ware,Adults,,,,,,
2,1/1/2018,,Clay Elementary School,730,Boggs Rd,Mableton,30126,Cobb,Kids,,,,,,
2,1/1/2018,,Pearson Senior Center,75,Relihan Street,Pearson,31642,Atkinson,Adults,,,,,,
2,1/1/2018,,Gasden Elementary School,919,May St,Savannah,31415,Chatam,Kids,,,,,,
2,1/1/2018,,Prevent Child Abuse Habersham,122,Laurel Drive,Clarkesville,30523,Habersham,Families,,,,,,
2,1/1/2018,,Latin American Association- Family Services Program,2750,2750 Buford Hwy NE,Atlanta,30324,DeKalb/Fulton,Families,,,,,,
2,1/1/2018,,College Park Housing Authority,2000,Princeton Ave,College Park,30337,Fulton,Adults,,,,,,
2,1/1/2018,,Tift Tower,311,311 East Second Street,Tifton,31794,Tift,,,,,,,
2,1/1/2018,,Butler Elementary School,1909,1909 Cynthia St,Savannah,31415,Chatam,Kids,,,,,,
2,1/1/2018,,"R.E.A.C.H. Community Development Center, Inc",6212,Memorial Drive,Stone Mountain,30083,DeKalb,"Kids, Adults",,,,,,
2,1/1/2018,,Rabun County Primary School,801,East Boggs Mountain Road,Tiger,30576,Rabun,kids,,,,,,
2,1/1/2018,,Rabun County High School,230,Wildcat Hill,Tiger,30576,Rabun,teens,,,,,,
2,1/1/2018,,Covenant House Georgia,1559,Johnson Rd. NW,Atlanta,30318,Fulton,teens,,,,,,
2,1/1/2018,,Rabun County Senior Center,2832,Old 441 S,Tiger,30578,Rabun,Adults,,,,,,
2,1/1/2018,,Brooks Lane,1203,Old 441 S,Clayton,30525,Clayton,Adults,,,,,,
2,1/1/2018,,DeKalb County WIC,395,Glendale Road,Scottdale,30079,DeKalb,Adults 18+,,,,,,
2,1/1/2018,,Coastal WIC,1395,Eisenhower Dr.,Savannah,31406,Chatam,Adults 18+,,,,,,
2,1/1/2018,ACFB Food Pantry Partner- Adults,Covington UMC Food Pantry,1113,Conyers St SW,Covington,30014,Newton,Adults,,,,,,
2,1/1/2018,Cooking Matters for Kids,Haven Elementary,5111,Dillon Ave.,Savannah,31405,Chatham,Kids,,,,,,
2,1/1/2018,Cooking Matters for Kids,E. Broad Elementary,404,E. Broad St.,Savannah,31401,Chatham,Kids,,,,,,
2,1/1/2018,Cooking Matters for Teens,Mercer Middle School,201,201 Rommel Ave.,Savannah,31408,Chatham,Teens,,,,,,
2,1/1/2018,Cooking Matters for Teens,Performance Initiatives,2021,Rommel Ave,Savannah,31404,Chatham,Teens,,,,,,
2,1/1/2018,Cooking Matters for Adults,AHEPA One Apts.,2025,Ludovie Lane,Decatur,30033,DeKalb,Adults,,,,,,
2,1/1/2018,Cooking Matters for Adults,Columbia Senior Residences at Edgewood,1281,Caroline Street NE,Atlanta,30307,Fulton,Adults,,,,,,
2,1/1/2018,WIC Clinic,Hall County Health Department- WIC,1290,Athens Street,Gainesville,30507,Hall,Adults,,,,,,
2,1/1/2018,WIC Clinic,Rome WIC District 1-1,1309,Redmond Rd.,Rome,30165,Flyod,Adults,,,,,,
2,1/1/2018,WIC Clinic,Oglethorpe County Health Department,305,Union Point Rd.,Lexington,30648,Oglethorpe,Adults,,,,,,
2,1/1/2018,WIC Clinic,Lawrenceville Health Center- WIC,455,455 Grayson Hwy Suite 300,Lawrenceville,30046,Gwinnett,Adults,,,,,,
2,1/1/2018,Cooking Matters for Adults,Columbia Senior Residences at High Point,220,Bowen Circle SW,Atlanta,30315,Fulton,Adults,,,,,,
2,1/1/2018,Cooking Matters for Teens,Osborne High School,2451,Favor Road SW,Marietta,30060,Cobb,Teens,,,,,,
2,1/1/2018,Cooking Matters for Adults,Tretletree Village Apartments,956,Confederate Court SE,Atlanta,30312,Fulton,Adults,,,,,,
2,1/1/2018,"Cooking Matters for Adults, ACFB Partnership",Community Friendship,85,Renaissance Pkwy,Atlanta,30308,Fulton,Adults,,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Woodward Elementary,3034,Curtis Drive,Atlanta,30319,DeKalb,"Adults, Teens, Kids",,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Baggett Elementary,2136,Old Norcross Rd.,Lawrenceville,30044,Gwinnett,"Adults, Teens, Kids",,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Beaver Ridge Elementary,1978,Beaver Ruin. Rd.,Norcross,30071,Gwinnett,"Adults, Teens, Kids",,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Esther Jackson Elementary,1400,Martin Rd.,Roswell,30076,Fulton,"Adults, Teens, Kids",,,,,,
2,1/1/2018,Communities In Schools of Marietta/Cobb County,South Cobb High School,1920,Clay Rd. SW,Austell,30106,Cobb,Teens,,,,,,
2,1/1/2018,"Section 8 Housing, ??100% of residents fall within HUDs definition of low income, CFSP site",Asbury Harris Towers,3033,Continental Colony Parkway,Atlanta,30331,Fulton,"Adults, Families",,,,,,
2,1/1/2018,"CFSP Site, Senior Living Community , Section 8 Housing",Calvin Courts,479,E. Paces Ferry Road N.E.,Atlanta,30305,Fulton,Adults,,,,,,
2,1/1/2018,,Blackshear- Columbia Residential,14,Meldon Avenue SW,Atlanta,30315,Fulton,"Adults, Families",,,,,,
2,1/1/2018,,Davis Direction Foundation,32,N Fairground Street NE,Marietta,30060,Cobb,,,,,,,
2,1/1/2018,,Hollis innovation academy,225,James P Brawley Dr NW,Atlanta,30314,Fulton,Kids,,,,,,
2,1/1/2018,,Williams Court Apartments,1900,Lincoln Street,Savannah,31401,Chatam,Adults,,,,,,
2,1/1/2018,,Sweetwater Mission: Food Pantry,6289,Veterans Memorial Hwy #12a,Austell,30168,Cobb,Adults,,,,,,
2,1/1/2018,Cooking Matters for Teens and Kids,"Because We Care Enterprise, After School Program",4893,Memorial Dr.,Stone Mountain,30083,DeKalb,Teens,,,,,,
2,1/1/2018,"Cooking Matters for Teens, ACFB Partnership","COACHES-RYSE Program, Families First",80,Joseph E. Lowery Blvd. NW,Atlanta,30314,Fulton,Teens,,,,,,
2,1/1/2018,,Your Time Fitness,745,N. Main St.,Clayton,30525,Rabun,Adults,,,,,,
2,1/1/2018,,Hart County High School,59,5th St.,Hartwell,30643,Hart,Teens and Adults,,,,,,
2,1/1/2018,,Hart County Middle School,176,Powell Rd.,Hartwell,30643,Hart,Teens and Adults,,,,,,
2,1/1/2018,,Hartwell Elementary School,147,College Ave.,Hartwell,30643,Hart,Kids and Adults,,,,,,
2,1/1/2018,,North Hart Elementary School,124,Ankerich Rd.,Bowersville,30516,Hart,Kids and Adults,,,,,,
2,1/1/2018,,South Hart Elementary School,121,E&M Dairy Rd.,Hartwell,30643,Hart,Kids and Adults,,,,,,
2,1/1/2018,,Oakcliff Elementary School,3150,Willow Oak Way,Atlanta,30340,DeKalb,Adults and  Kids,,,,,,
2,1/1/2018,,Phoenix High School,501,W. Pike St.,Lawrenceville,30046,Gwinnett,Adults and Teens,,,,,,
2,1/1/2018,,Clinch County Senior Citizen Center,101,S. College St. #C,Homerville,31634,Clinch,Adults,,,,,,
2,1/1/2018,,Positive Direction,524,Oak Street,Dawson,39842,Terrell,"Adults, Teens, Kids",,,,,,
2,1/1/2018,,South Jackson Elementary,1630,New Kings Bridge Rd.,Athens,30607,Clarke,Adults and Kids,,,,,,
2,1/1/2018,,Liberty Early Head Start,200,Brantley Drive,Hinesville,31313,Liberty,Adults,,,,,,
2,1/1/2018,,J. L. Newbern Middle School,2015,E. Park Avenue,Valdosta,31602,Lowndes,Teens,,,,,,
2,1/1/2018,,Pines Family Campus,305,Smith Street,Valdosta,31601,Lowndes,Adults,,,,,,
2,1/1/2018,,Maya's Residential Home,920,4th Street,Cairo,39828,Grady,Adults,,,,,,
2,1/1/2018,,High Tower Manor - Atlanta Housing Authority,2610,Martin Luther King Jr. Dr SW,Atlanta,30311,Fulton,Adults,,,,,,
2,1/1/2018,,Harvey's Supermarket,775,Hwy 12 W,Haira,31632,Lowndes,Adults,,,,,,
2,1/1/2018,,Winn-Dixie Supermarket,4036,Bemiss Rd.,Valdosta,31601,Lowndes,Adults,,,,,,
2,1/1/2018,,Winn-Dixie Supermarket,1105,Madison Highway,Valdosta,31601,Lowndes,Adults,,,,,,
2,1/1/2018,,Hahira Head Start,403,Main St,Hahira,3162,Lowndes,Adults,,,,,,
2,1/1/2018,Cooking Matters for Teens,Park Place Outreach,514,East Henry Street,Savannah,31405,Chatham,Teens,,,,,,
2,1/1/2018,Cooking Matters for Adults,Bulloch County Concerted Services Senior Center,515,Denmark St.,Statesboro,30458,Statesboro,Adults,,,,,,
2,1/1/2018,Cooking Matters for Adults,Norman Berry Village,2840,Norman Berry Dr.,East Point,303344,Fulton,Adults,,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Decatur Cooperative Minitries,115,Church St.,Decatur,30030,DeKalb,"Adults, Teens, Kids",,,,,,
2,1/1/2018,Cooking Matters for Adults,Ashford Parkside Apartments-Housing Authority of DeKalb County,3522,Blair Circle NE,Atlanta,30310,Fulton,Adults,,,,,,
2,1/1/2018,Cooking Matters for Adults,Ashford Landing Apartments- Housing Authority of DeKalb County,3521,Blair Circle NE,Atlanta,30310,Fulton,Adults,,,,,,
2,1/1/2018,"Cooking Matters for Kids, Teens",Georgia Sherriff's Boy Ranch,5671,Boys Ranch Rd.,Hahira,31632,Lowndes,"Adults,Teens, Kids",,,,,,
2,1/1/2018,"Cooking Matters for Kids, Teens, and Adults",Corners Outreach,2,"Sun Court, Suite 220",Peachtree Corners,30092,Gwinnett,"Adults, Teens, Kids",,,,,,
2,1/1/2018,"Cooking Matters for Kids, Teens, and Adults",Conyers Housing Authority,1214,Summer Circle,Conyers,30012,Rockdale,"Adults, Teens, Kids",,,,,,
2,1/1/2018,"Cooking Matters for Kids, Teens and Adults",East Lake Foundation,460,East Lake Blvd SE,Atlanta,30317,DeKalb,"Adults, Teens, Kids",,,,,,
2,1/1/2018,Cooking Matters for Adults,East Lake YMCA- Active Senior Group,275,East LakeBlvd SE,Atlanta,30317,DeKalb,Adults,,,,,,
2,1/1/2018,"Cooking Matters for Teens, Kids",Summerhill Community Ministries,521,Kelly Street,Atlanta,30312,Fulton,Teens and Kids,,,,,,
2,1/1/2018,Cooking Matters for Adults,Walton Reserve Apartments,1500,Walton Reserve Blvd.,Austell,30168,Cobb,Adults,,,,,,
2,1/1/2018,Cooking Matters for Adults,Walton Ridenour Apartments,1425,Ridenour Blvd.,Kennesaw,30152,Cobb,Adults,,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids, and Cooking Matters at the Store",NE GA Food Bank,861,Newton Bridge Rd.,Athens,303607,Clarke,"Teens, Kids, and Adults",,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids,","Yells, Inc.: Community Action Caf??",779,Franklin Gateway SE,Marietta,30067,Cobb,"Teens, Kids, and Adults",,,,,,
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids,",Corners Outreach- Dunwoody,6890,Peachtree Industrial Blvd.,Dunwoody,30360,DeKalb,"Teens, Kids, and Adults",,,,,,
2,1/1/2018,Cooking Matters for Kids,Lockheed Elementary School,1205,Merritt Rd.,Marietta,30062,Cobb,Kids,,,,,,
2,1/1/2018,"Cooking Matters for Teens, Kids",Strong4Life- Camp Twin Lakes,210,"S. Broad Street, Unit 5",Winder,30680,Clarke,Teens and Kids,,,,,,
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens","The Place of Forsyth County, Inc.",2550,The Place Circle,Cumming,30040,Forsyth,,,,,,,
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens","The Family Health Center of Georgia, Inc.",868,"York Avenue, SW",Atlanta,30310,Fulton,,,,,,,
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens",Audubon Creek,1111,Amber Drive,Norcross,30071,Gwinnett,,,,,,,
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens",Girls Inc. of Greater Atlanta,461,Manget St.,Marietta,30060,Cobb,,,,,,,
2,1/1/2018,Cooking Matters for Adults (FVRx),FVRx Site 1-Big Bethel AME Church,220,Auburn Ave. NE,Atlanta,30303,Fulton,,,,,,,
2,1/1/2018,Cooking Matters for Adults (FVRx),FVRx Site 2-Atlanta Community Food Bank,732,Joseph E. Lowery Blvd. NW,Atlanta,30318,Fulton,,,,,,,
2,1/1/2018,Cooking Matters for Adults (FVRx),FVRX Site 3-Action Ministries,458,Ponce de Leon Ave.,Atlanta,30308,Fulton,,,,,,,
2,03/23/2018,Cooking Matters for Adults,Cobb Senior Services- North Cobb Neighborhood Senior Center,4100,South Main St.,Acworth,30101,Cobb,Adults,,,,,,
2,03/23/2018,"Cooking Matters for Adults, Teens and Kids",Wylde Center,1503,Hardee Street,Atlanta,30307,Fulton,"Teens, Kids, and Adults",,,,,,
2,03/23/2018,Cooking Matters for Adults (55+),Savannah Gardens Senior Residences,501,Pennsylvania Ave.,Savannah,31404,Chatham,Adults,,,,,,
2,03/23/2018,Cooking Maters for Teens and Kids,Safe Harbor Children's Center,1526,Norwich Street,Brunswick,31520,Glynn,Kids and Teens,,,,,,
2,04/03/2018,"Cooking Matters for Adults, Teens, and Kids",LaGrange Housing Authority,201,Chatham St.,LaGrange,30240,Troup,Kids and Teens,,,,,,
2,04/03/2018,Cooking Matters for Kids,Gould Elementary,4910,Pineland Drive,Savannah,31405,Chatham,Kids,,,,,,
2,04/16/2018,Cooking Matters for Kids and Teens (Under 18),"Little Ones Learning Academy, After School Program",993,Forest Ave.,Forest Park,30297,Clayton,Ages 6-7,,,,,,
2,04/16/2018,Cooking Matters for Adults (FVRx),Grady- GSU Urban Life Building,140,Decatur St SE,Atlanta,30303,Fulton,Adults,,,,,,
2,04/17/2018,Cooking Matters for Adults,National Church Residences- Big Bethel Villages,500,Richard Allen Blvd.,Atlanta,30331,Fulton,Adults,,,,,,
2,04/17/2018,"Cooking Matters for Adults, Teens, and Kids","The Study Hall, Inc.",1010,Crew Street,Atlanta,30315,Fulton,Adults,,,,,,
2,04/17/2018,"Cooking Matters for Adults, Teens, and Kids",Hands of Hope Clinic,1010,Hospital Drive Bldg. B,Stockbridge,30281,Henry,"Adults, Kids and Teens",,,,,,
2,04/17/2018,Cooking Matters for Teens and Kids,CPACS,120,Northwood Drive,Sandy Spring,30342,Fulton,Teens and Kids,,,,,,
2,04/17/2018,Cooking Matters for Kids,High Hope Child Development Center,2732,S. Central Avenue,Tifton,31794,Tift,Kids,,,,,,
2,04/17/2018,"Cooking Matters for Adults, Teens, and Kids",Southside Recreation Center,604,S. Oak Street,Valdosta,31601,Lowndes,"Adults, Kids and Teens",,,,,,
2,04/17/2018,"Cooking Matters for Teens, Kids, and Adults",Don Reames Boys and Girls Club,614,N. Toombs Street,Valdosta,31602,Lowndes,"Adults, Kids and Teens",,,,,,
2,04/17/2018,"Cooking Matters for Teens, Kids, and Adults",Lake Laurie Boys and Girls Club,3628,Lake Laurie Drive,Valdosta,31605,Lowndes,"Adults, Kids and Teens",,,,,,
2,04/17/2018,Cooking Matters for Teens and Adults,Worth County Middle School,1305,North Isabella Street,Sylvester,31791,Worth,"Adults, Teens",,,,,,
2,04/17/2018,Cooking Matters for Kids and Adults,"South Tifton Learning Center, Inc.",2304,Dorminey St,Tifton,31794,Tift,"Kids, Adults",,,,,,
2,5/7/2018,"Cooking Matters for Adults, Kids, and Teens","Urban Health and Wellness at Stewart Methodist Episcopal Church
",867,Metropolitan Pkwy. SW,Atlanta,30310,Fulton,"Kids, Adults, and Teens",,,,,,
2,5/7/2018,"Cooking Matters for Adults, Kids, and Teens",Favor House,1926,John Calvin Ave.,College Park,30337,Fulton,"Kids, Adults and Teens",,,,,,
2,5/7/2018,Cooking Matters for Teens and Adults,DeKalb CSB Program- Kirkwood Center,23,Warren St. SE,Atlanta,30317,DeKalb,Teens and Adults,,,,,,
2,5/7/2018,Cooking Matters for Teens and Adults,DeKalb CSB Program- North DeKalb Center,3807,Clairmont Rd.,Chamblee,30341,DeKalb,Teens and Adults,,,,,,
2,5/7/2018,Cooking Matters for Teens and Adults,DeKalb CSB Program-Winn Way,455,Winn Way,Decatur,30030,DeKalb,Teens and Adults,,,,,,
2,05/16/2018,Federally Qualified Health Center,HEALing Community Center,2600,M.L.K. Jr Dr SW #100,Atlanta,30311,Fulton,"Families, Adults, Teens, Kids",,,,,,
2,5/16/2018,Federally Qualified Health Center,HEALing Community Center- Neighborhood Union,86,86 Sunset Ave NW,Atlanta,30314,Fulton,"Families, Adults, Teens, Kids",,,,,,
2,5/16/2018,Cooking Matters for Teens and Adults,Little House of Love,1397,East Washington Rd.,East Point,30344,Fulton,"Adults, Teens and Kids",,,,,,
2,5/16/2018,Cooking Matters for Teens and Adults,Valdosta Middle School,110,Burton Ave.,Valdosta,31602,Lowndes,Teens and Adults,,,,,,
2,6/19/2018,"Cooking Matters for Kids, Teens and Adults",Agape Youth and Family Center,2210,Marietta Blvd. NW,Atlanta,30318,Fulton,"Kids, Teens and Adults",,,,,,
2,6/19/2018,Cooking Matters for Adults,Mercy Housing-Rose of Sharon,322,E. Taylor St.,Savannah,31401,Chatham,Adults,,,,,,
2,6/19/2018,Cooking Matters for Adults,Cloverdale Community Center,1919,Cynthia Street,Savannah,31415,Chatam,Adults,,,,,,
2,6/19/2018,"Cooking Matters for Kids, Teens",Delta Innovative School,1081,Barwick Road,Quitman,31643,Brooks,"Kids, Teens",,,,,,
2,6/19/2018,Cooking Matters for Adults,Healing Bridge Clinic,215,Willow Bend Road,Peachtree City,30269,Fayette,Adults,,,,,,
2,7/19/2018,Cooking Matters for Adults,Community Helping Place,1127,Highway 52 East,Dahlonega,30533,Lumpkin,Adults,,,,,,
2,7/19/2018,Cooking Matters for Teens and Kids,Methodist Home for Youth & Children,2545,E. Park Avenue,Valdosta,31604,Lowndes,Kids and Teens,,,,,,
2,7/19/2018,Cooking Matters for Teens and Kids,White Bluff Pryme Time at YMCA Coastal Georgia,5330,Montgomery St.,Savannah,31405,Chatham,Kids and Teens,,,,,,
2,7/19/2018,"Cooking Matters Adults, Kids, Teens",American Learning Centers,427,Cascade Dr,Lilburn,30093,Gwinnett,Kids and adults,,,,,,
2,7/19/2018,Cooking Matters for Adults,Veterans Empowerment Organization,373,W Lake Ave NW,Atlanta,30318,Fulton,Adults,,,,,,
2,7/19/2018,Cooking Matters for Adults,Liberty Group Senior Services,1879,Glenwood Avenue,Atlanta,30316,Fulton,Adults,,,,,,
2,8/29/2018,Cooking Matters for Adults,Briarcliff Summit,1050,Ponce De Leon Ave. NE,Atlanta,30306,Fulton,Adults,,,,,,
2,8/29/2018,Cooking Matters for Adults,Jacob Grant Community Center,185,Ball Park Rd.,Richmond Hill,31324,Bryan,Adults,,,,,,
2,8/29/2018,Cooking Matters for Teens and Kids,Rosel Fann Recreation Center,365,Cleveland Ave. SE,Atlanta,30354,Fulton,Kids and Teens,,,,,,
2,9/10/2018,Cooking Matters for Adults,Turner Job Corporation,2000,2000 Turner Job Corps Rd,Albany,31705,Dougherty,Adults,,,,,,
2,9/10/2018,Cooking Matters for Teens and Kids,Boys & Girls Club at Robert L Jenkins Community Center,807,South Fry Street,Valdosta,31601,Lowndes,Kids and Teens,,,,,,
2,9/10/2018,Cooking Matters for Teens and Kids,Ora Lee West Community Boys & Girls Club,610,East Ann Street,Valdosta,31601,Lowndes,Kids and Teens,,,,,,
2,9/10/2018,Cooking Matters for Teens and Kids,"Building Stronger People Community Outreach Agency, Inc. ?€? (Project HOPE)",915,Statenville Highway,Valdosta,31601,Lowndes,Kids and Teens,,,,,,
2,9/19/2018,"Cooking Matters for Families, Adults",The Family Health Center at Lake Forest-,5920,Sandy Springs Circle,Atlanta,30328,Fulton,Families and Adults,,,,,,
2,9/19/2018,Cooking Matters for Adults,Good Shepherd Clinic,6392,Murphy Drive,Morrow,30260,Clayton,Adults,,,,,,
2,9/28/2018,Cooking Matters for Kids,Boys & Girls Club of Toccoa - Stephens County,71,W. Whitman St.,Toccoa,30577,Stephens,Kids and Teens,,,,,,
2,9/28/2018,Cooking Matters for Adults,American Veterans Post (Amvest Post #607),728,East Hill Avenue,Valdosta,31601,Lowndes,Adults,,,,,,
2,10/25/2018,Cooking Matters at the Store,Winn-Dixie Supermarket,3200,N. Ashley Street,Valdosta,31602,Lowndes,Adults,,,,,,
2,10/25/2018,Cooking Matters for Teens and Kids,Friends of Refugees,733,Jolly Ave. S,Clarkston,30021,Dekalb,Kids and Teens,,,,,,
2,10/25/2018,"Cooking Matters for Adults, Kids, and Teens",The Salvation Army Ray and Joan Kroc Corps Community Center,967,Dewey Street Southwest,Atlanta,30310,Fulton,"Adults, Kids and Teens",,,,,,
2,11/9/2018,"Cooking Matters for Adults, Kids, and Teens",Historic Westside Gardens,307,Joseph E. Lowery Blvd. NW,Atlanta,30314,Fulton,"Adults, Kids and Teens",,,,,,
2,11/9/2018,Cooking Matters for Adults,"Pierce County Senior Center (operated by Concerted Services, Inc.)",713,Hendry Street,Blackshear,31516,Pierce,Adults,,,,,,
2,11/9/2018,Cooking Matters for Adults,Bacon County Senior Center,504,North Pierce Street,Alma,31510,Bacon,Adults,,,,,,
2,11/9/2018,Cooking Matters for Adults,Ware County/Nelson Greene Senior Center,1615,Carswell Avenue,Waycross,31503,Ware,Adults,,,,,,
2,12/20/2018,Cooking Matters for Adults,Charlton County Senior Center,1516,"Third Street, Suite B",Folkston,31537,Charlton,Adults,,,,,,
2,12/20/2018,"Cooking Matters for Adults, Kids, and Teens",The Quality of Life Association of Valdosta/Lowndes County (QUOLA),115,East Florida Avenue,Valdosta,31601,Lowndes,"Adults, Kids and Teens",,,,,,
2,12/20/2018,Cooking Matters for Teens and Adults,Valdosta High School,4590,Inner Perimeter Road,Valdosta,31601,Lowndes,Adults and Teens,,,,,,
2,1/31/2019,Cooking Matters for Adults,City of Ocilla Senior Center,415,West 4th Street,Ocilla,31774,Irwin,Adults,,,,,,
2,1/31/2019,Cooking Matters for Teens and Adults,Gilgal,541,Mobile Avenue SW,Atlanta,30315,Fulton,Adults and Teens,,,,,,
2,1/31/2019,Cooking Matters for Adults,Lutheran Towers,727,Juniper St. NE,Atlanta,30308,Fulton,Adults,,,,,,
2,1/31/2019,Cooking Matters for Adults,"Royal Adult Day Services, Inc.",6212,Memorial Drive,Stone Mountain,30083,Dekalb,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults (FVRx),FVRx Site - The Vault at East Point,2919,East Point St.,East Point,30344,Fulton,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults,Adams Park Recreation Center (Prime Time Seniors),1620,Delowe Dr. SW,Atlanta,30311,Fulton,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults,Old Adamsville Recreation Center (Prime Time Seniors),3404,Delmare Lane NW,Atlanta,30331,Fulton,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults,Arthur Langford Jr. Recreation Center (Prime Time Seniors),1614,Arthur B. Langord Jr. Pl. SW,Atlanta,30315,Fulton,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults,Martin Luther King Jr. Recreation Center (Prime Time Seniors),110,Hilliard St. SE,Atlanta,30312,Fulton,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults,James Orange Recreation Center (Prime Time Seniors),1305,Oakland Dr. SW,Atlanta,30310,Fulton,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults,Washington Park Natatorium (Prime Time Seniors),102,Ollie St. NW,Atlanta,30314,Fulton,Adults,,,,,,
2,3/18/2019,Cooking Matters for Adults,William Walker Recreation Center (Prime Time Seniors),2405,Fairburn Rd. SW,Atlanta,30331,Fulton,Adults,,,,,,
