Type,Name,County,X,Y,addresses,Zip,FID_1,STATEFP10,COUNTYFP10,GEOID,NAME10,NAMELSAD10,totpop10,WFD,RDC_AAA,MNGWPD,MPO,MSA,F1HR_NA,F8HR_NA,Reg_Comm,Acres,Sq_Miles,Label,GlobalID,last_edite,cty_fips,data_added
HealthMPowers,Warren Club,Fulton,-84.3616549,33.7366107,"790 Berne St SE, Atlanta, GA",30316,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Oak Hill Middle School,Baldwin,-83.26868195,33.08300684,"356 Blandy Rd NW, Milledgeville, GA",31061,,13,9,13009,Baldwin,Baldwin County,,,,,,,,,,,,,,,13009,1/1/2018
HealthMPowers,Creekside (K-2),Baldwin,-83.26954067,33.08104063,"372 Blandy Rd NW, Milledgeville, GA",31061,,13,9,13009,Baldwin,Baldwin County,,,,,,,,,,,,,,,13009,1/1/2018
HealthMPowers,Blandy Hills (K-2),Baldwin,-83.26993113,33.08010504,"375 Blandy Rd NW, Milledgeville, GA",31061,,13,9,13009,Baldwin,Baldwin County,,,,,,,,,,,,,,,13009,1/1/2018
HealthMPowers,Southfield ES,Bibb,-83.68857242,32.78168313,"4375 Bloomfield Drive Ext, Macon, GA",31206,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Windsor Forest ES,Chatham,-81.14503022,31.97367698,"414 Briarcliff Cir, Savannah, GA",31419,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Brookdale ES,Bibb,-83.68485863,32.85274023,"3600 Brookdale Ave, Macon, GA",31204,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Child Care Network # 50,DeKalb,-84.27493026,33.71749902,"2476 Candler Rd, Decatur, GA",30032,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Henry County Head Start Center; Early Head Start and Pre-K Center/EHS,Henry,-84.11329729,33.34758483,"84 Carter Ln, Locust Grove, GA",30248,,13,151,13151,Henry,Henry County,,,,,,,,,,,,,,,13151,1/1/2018
HealthMPowers,Franklin County Head Start Pre/K,Franklin,-83.10245358,34.43443258,"84 Hartwell Rd, Lavonia, GA",30553,,13,119,13119,Franklin,Franklin County,,,,,,,,,,,,,,,13119,1/1/2018
HealthMPowers,Mrs. Green's Learning Academy,Clayton,-84.41318347,33.516099,"680 Chatham Trl, Jonesboro, GA",30238,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Buford Head Start Center/Pre-K,Gwinnett,-83.99839554,34.09775183,"84 Maddox Rd, Buford, GA",30518,,13,135,13135,Gwinnett,Gwinnett County,,,,,,,,,,,,,,,13135,1/1/2018
HealthMPowers,Angels In Motion,Clarke,-83.28918107,33.97247118,"260 Cherokee Rd, Winterville, GA",30683,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
HealthMPowers,Lethia P. Walker,DeKalb,-84.14008257,33.7246501,"2297 Cherokee Valley Cir, Lithonia, GA",30058,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Church Street,Clayton,-84.41694453,33.56337301,"7013 Church St, Riverdale, GA",30274,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Sequoyah Middle School,Clayton,-84.386709,33.564483,"95 Valley Hill Rd SW, Riverdale, GA",30274,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Hodge ES,Chatham,-81.11500806,32.04745259,"975 Clinch St, Savannah, GA",31405,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Alexander II ES,Bibb,-83.64536961,32.83304639,"1156 College St, Macon, GA",31201,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Harper Archer Middle School,Fulton,-84.49882471,33.7686848,"3399 Collier Dr NW, Atlanta, GA",30331,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Choice Academy Child Care Center,DeKalb,-84.19206122,33.7301079,"5440 Covington Hwy, Decatur, GA",30035,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Taylor ES,Bibb,-83.67841624,32.87703893,"2976 Crestline Dr, Macon, GA",31204,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Rice Creek (3-5),Chatham,-81.19343122,32.21837499,"100 Mulberry Ave, Port Wentworth, GA",31407,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Rice Creek (6-8),Chatham,-81.19343122,32.21837499,"100 Mulberry Ave, Port Wentworth, GA",31407,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Felicia Botherson,Fulton,-84.408786,33.668649,"3135 Dogwood Dr, Atlanta, GA",30354,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Blakeney ES,Burke,-81.99562486,33.08050258,"100 Olympic Dr, Waynesboro, GA",30830,,13,33,13033,Burke,Burke County,,,,,,,,,,,,,,,13033,1/1/2018
HealthMPowers,Westside Atlanta Charter School,Fulton,-84.45029342,33.79291091,"1903 Drew Dr NW, Atlanta, GA",30318,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Martha Puckett Middle School,Wayne,-81.91494297,31.61795739,"475 Durrence Rd, Jesup, GA",31545,,13,305,13305,Wayne,Wayne County,,,,,,,,,,,,,,,13305,1/1/2018
HealthMPowers,Wilkes Primary,Wilkes,-82.71958353,33.72897758,"910 E Robert Toombs Ave, Washington, GA",30673,,13,317,13317,Wilkes,Wilkes County,,,,,,,,,,,,,,,13317,1/1/2018
HealthMPowers,Midway,Baldwin,-83.2047704,33.02185059,"101 Carl Vinson Rd, Milledgeville, GA",31061,,13,9,13009,Baldwin,Baldwin County,,,,,,,,,,,,,,,13009,1/1/2018
HealthMPowers,Dollar General,Washington,-82.80005811,32.98812826,"605 E McCarty St, Sandersville, GA",31082,,13,303,13303,Washington,Washington County,,,,,,,,,,,,,,,13303,1/1/2018
HealthMPowers,Draper Club,Fulton,-84.44026691,33.66399434,"Walker Ave, Atlanta, GA",30337,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Liberty County Head Start,Liberty,-81.3472089,31.7770143,"31320, Midway, GA",31320,,13,179,13179,Liberty,Liberty County,,,,,,,,,,,,,,,13179,1/1/2018
HealthMPowers,Jones Club,DeKalb,-84.3087555,33.760719,"450 E Lake Dr, Decatur, GA",30030,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Wilkes ES,Wilkes,-82.72574045,33.73487779,"109 East St, Washington, GA",30673,,13,317,13317,Wilkes,Wilkes County,,,,,,,,,,,,,,,13317,1/1/2018
HealthMPowers,Garrett,Richmond,-82.01244039,33.51021095,"1100 Eisenhower Dr, Augusta, GA",30904,,13,245,13245,Richmond,Richmond County,,,,,,,,,,,,,,,13245,1/1/2018
HealthMPowers,Campbell ES,Fulton,-84.57611753,33.5728392,"91 Elder St, Fairburn, GA",30213,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Hawthrone,Clayton,-84.366045,33.461631,"10750 English Rd, Hampton, GA",30228,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Deborah Quinntella Bolden,Henry,-84.1776795,33.568587,"713 Erin Dr, Stockbridge, GA",30281,,13,151,13151,Henry,Henry County,,,,,,,,,,,,,,,13151,1/1/2018
HealthMPowers,Rex Mill Middle School,Clayton,-84.28191803,33.58068288,"6380 Evans Dr, Rex, GA",30273,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Banks County Head Start/Pre-K,Banks,-83.49886134,34.3243575,"335 Evans St, Homer, GA",30547,,13,11,13011,Banks,Banks County,,,,,,,,,,,,,,,13011,1/1/2018
HealthMPowers,Lamar Milledge,Richmond,-81.996948,33.481575,"510 Eve St, Augusta, GA",30904,,13,245,13245,Richmond,Richmond County,,,,,,,,,,,,,,,13245,1/1/2018
HealthMPowers,Veterans,Bibb,-83.71339163,32.81399621,"4901 Faubus Ave, Macon, GA",31204,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Dollar General,Baldwin,-83.16529314,33.08079365,"102 Robins Dr NE, Milledgeville, GA",31061,,13,9,13009,Baldwin,Baldwin County,,,,,,,,,,,,,,,13009,1/1/2018
HealthMPowers,Forest Park Middle School,Clayton,-84.35999384,33.62137272,"930 Finley Dr, Forest Park, GA",30297,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Kemp ES,Clayton,-84.356973,33.453846,"10990 Folsom Rd, Hampton, GA",30228,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Matthews Club,Cobb,-84.57685723,33.82103412,"785 Fontaine Rd SW, Mableton, GA",30126,,13,67,13067,Cobb,Cobb County,,,,,,,,,,,,,,,13067,1/1/2018
HealthMPowers,Little Ones Learning Center,Clayton,-84.357585,33.623172,"993 Forest Ave, Forest Park, GA",30297,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Howard Middle School,Bibb,-83.77181513,32.90622519,"6600 Forsyth Rd, Macon, GA",31210,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Burdell-Hunt ES,Bibb,-83.61262935,32.85354059,"972 Fort Hill St, Macon, GA",31217,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Bright Beginnings??,Cobb,-84.50049577,33.93274763,"782 Franklin Rd SE, Marietta, GA",30067,,13,67,13067,Cobb,Cobb County,,,,,,,,,,,,,,,13067,1/1/2018
HealthMPowers,Skyview ES,Bibb,-83.76420491,32.75003565,"5700 Fulton Mill Rd, Lizella, GA",31052,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Pleasant Grove,Henry,-84.14066456,33.54919001,"150 Reagan Rd, Stockbridge, GA",30281,,13,151,13151,Henry,Henry County,,,,,,,,,,,,,,,13151,1/1/2018
HealthMPowers,Riverdale,Clayton,-84.39159442,33.58560385,"6253 Garden Walk Blvd, Riverdale, GA",30274,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Norcross Head Start,Gwinnett,-84.16578275,33.92059283,"5030 Georgia Belle Ct, Norcross, GA",30093,,13,135,13135,Gwinnett,Gwinnett County,,,,,,,,,,,,,,,13135,1/1/2018
HealthMPowers,Hubert Middle School [COMMUNITY],Chatham,-81.0846675,32.065965,"768 Grant St, Savannah, GA",31401,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Rivers Edge,Clayton,-84.39170264,33.42054154,"205 N Bridge Rd, Fayetteville, GA",30215,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Riley ES,Bibb,-83.68987356,32.83409617,"3522 Greenbriar Rd, Macon, GA",31204,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Douglas County Club,Douglas,-84.77160469,33.7407508,"8828 Gurley Rd, Douglasville, GA",30134,,13,97,13097,Douglas,Douglas County,,,,,,,,,,,,,,,13097,1/1/2018
HealthMPowers,Pike County Head Start,Pike,-84.34227251,33.0972566,"10 Hall St, Zebulon, GA",30295,,13,231,13231,Pike,Pike County,,,,,,,,,,,,,,,13231,1/1/2018
HealthMPowers,Pleasant Family Childcare,DeKalb,-84.22769266,33.69081854,"3941 Harvest Hill Rd, Decatur, GA",30034,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Amodestri Childcare & Academy,Clayton,-84.30984302,33.43444335,"11782 Hastings Bridge Rd, Hampton, GA",30228,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Paul D. West Middle School,Fulton,-84.46641941,33.69070012,"2376 Headland Dr, Atlanta, GA",30344,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Weaver Middle School,Bibb,-83.74534131,32.82417357,"2570 Heath Rd, Macon, GA",31206,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Davisboro Center,Washington,-82.61020718,32.9724689,"216 Steel Creek Rd, Davisboro, GA",31018,,13,303,13303,Washington,Washington County,,,,,,,,,,,,,,,13303,1/1/2018
HealthMPowers,Miller Magnet Middle School,Bibb,-83.65742749,32.8392192,"751 Hendley St, Macon, GA",31204,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Kandolo Baze,Gwinnett,-84.08288613,33.95016938,"1210 Herrington Rd, Lawrenceville, GA",30044,,13,135,13135,Gwinnett,Gwinnett County,,,,,,,,,,,,,,,13135,1/1/2018
HealthMPowers,Jamestown ES,Richmond,-82.09679736,33.39001217,"3637 Hiers Blvd, Hephzibah, GA",30815,,13,245,13245,Richmond,Richmond County,,,,,,,,,,,,,,,13245,1/1/2018
HealthMPowers,Arnold,Clayton,-84.34593,33.524721,"216 Stockbridge Rd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Roberta T. Smith,Clayton,-84.29080775,33.5813544,"6340 Highway 42, Rex, GA",30273,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Hephzibah,Richmond,-82.098792,33.311772,"2542 Ga Highway 88, Hephzibah, GA",30815,,13,245,13245,Richmond,Richmond County,,,,,,,,,,,,,,,13245,1/1/2018
HealthMPowers,Pooler ES,Chatham,-81.25249143,32.1204981,"308 Holly Ave, Pooler, GA",31322,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Bruce ES,Bibb,-83.65226459,32.79867845,"3660 Houston Ave, Macon, GA",31206,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Heard ES,Bibb,-83.68564416,32.72327317,"6515 Houston Rd, Macon, GA",31216,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Stoneview,DeKalb,-84.119868,33.70752,"2629 Huber St, Lithonia, GA",30058,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Sunshine House Hurricane Shoals,Gwinnett,-83.99808579,33.96850213,"208 Hurricane Shoals Rd NW, Lawrenceville, GA",30046,,13,135,13135,Gwinnett,Gwinnett County,,,,,,,,,,,,,,,13135,1/1/2018
HealthMPowers,The Learning Station,Clayton,-84.3075045,33.615171,"5135 Highway 42, Ellenwood, GA",30294,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Dollar General,Baldwin,-83.2357722,33.03704365,"2622 Irwinton Rd, Milledgeville, GA",31061,,13,9,13009,Baldwin,Baldwin County,,,,,,,,,,,,,,,13009,1/1/2018
HealthMPowers,Sandersville Center,Washington,-82.79238585,32.99077034,"815 Jordan Mill Rd, Sandersville, GA",31082,,13,303,13303,Washington,Washington County,,,,,,,,,,,,,,,13303,1/1/2018
HealthMPowers,Peachcrest,DeKalb,-84.245436,33.747795,"1530 Joy Ln, Decatur, GA",30032,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Kendrick Middle School,Clayton,-84.38589342,33.53692422,"7971 Kendrick Rd, Jonesboro, GA",30238,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Ridge Road Elementary,Washington,-82.78659468,32.96630072,"285 Ridge Rd, Sandersville, GA",31082,,13,303,13303,Washington,Washington County,,,,,,,,,,,,,,,13303,1/1/2018
HealthMPowers,Suder,Clayton,-84.3454915,33.51417539,"1400 Lake Jodeco Rd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Lake Ridge,Clayton,-84.43135216,33.53907592,"7900 Lake Ridge Cir, Riverdale, GA",30296,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Ridge Road Primary,Washington,-82.78659468,32.96630072,"285 Ridge Rd, Sandersville, GA",31082,,13,303,13303,Washington,Washington County,,,,,,,,,,,,,,,13303,1/1/2018
HealthMPowers,Fannin Head Start,Fannin,-84.27430266,34.9131865,"8731 Lakewood Hwy, Mineral Bluff, GA",30559,,13,111,13111,Fannin,Fannin County,,,,,,,,,,,,,,,13111,1/1/2018
HealthMPowers,Gilmer County Head Start,Gilmer,-84.50185638,34.68131321,"305 Calvin Jackson Dr, Ellijay, GA",30540,,13,123,13123,Gilmer,Gilmer County,,,,,,,,,,,,,,,13123,1/1/2018
HealthMPowers,Long Middle School,Fulton,-84.39483865,33.66724113,"3200 Latona Dr SW, Atlanta, GA",30354,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Lee Street,Clayton,-84.35700475,33.52418405,"178 Lee St, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,ABC Child Development Center with Head Start Classroom,Bacon,-82.45654274,31.53906094,"305 S Baker St, Alma, GA",31510,,13,5,13005,Bacon,Bacon County,,,,,,,,,,,,,,,13005,1/1/2018
HealthMPowers,Habersham Head Start Center/Pre-K,Habersham,-83.53332442,34.49807251,"291 Light St, Baldwin, GA",30511,,13,137,13137,Habersham,Habersham County,,,,,,,,,,,,,,,13137,1/1/2018
HealthMPowers,Wilkes County Center,Wilkes,-82.76305396,33.74244083,"115 Lincoln Cir, Washington, GA",30673,,13,317,13317,Wilkes,Wilkes County,,,,,,,,,,,,,,,13317,1/1/2018
HealthMPowers,Wandas Family Childcare,DeKalb,-84.22005307,33.73155438,"4143 Lindsey Dr, Decatur, GA",30035,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Lovejoy Middle School,Clayton,-84.33994716,33.4416054,"1588 Lovejoy Rd, Hampton, GA",30228,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Trinity AME Early LC,Fulton,-84.48986372,33.73877686,"604 Lynhurst Dr SW, Atlanta, GA",30311,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Thurgood Marshall,Clayton,-84.31669361,33.59419131,"5885 Maddox Rd, Morrow, GA",30260,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Riverdale Middle School,Clayton,-84.40794,33.563043,"400 Roberts Dr, Riverdale, GA",30274,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Cherokee County/Ralph Bunche preschool,Cherokee,-84.48906427,34.25980728,"400 Belletta Dr, Canton, GA",30114,,13,57,13057,Cherokee,Cherokee County,,,,,,,,,,,,,,,13057,1/1/2018
HealthMPowers,A. Brian Merry,Richmond,-82.03893293,33.49646916,"415 Boy Scout Rd, Augusta, GA",30909,,13,245,13245,Richmond,Richmond County,,,,,,,,,,,,,,,13245,1/1/2018
HealthMPowers,Union ES,Bibb,-83.72207345,32.83568873,"4831 Mamie Carter Dr, Macon, GA",31210,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Anderson Club,Cobb,-84.5396922,33.94012325,"529 Manget St SE, Marietta, GA",30060,,13,67,13067,Cobb,Cobb County,,,,,,,,,,,,,,,13067,1/1/2018
HealthMPowers,Shuman ES,Chatham,-81.06643318,32.06136505,"415 Goebel Ave, Savannah, GA",31404,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Adamsville Club,Fulton,-84.491649,33.754275,"3201 Martin Luther King Jr Dr SW, Atlanta, GA",30311,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Wesley Lakes,Henry,-84.16904386,33.44799473,"685 McDonough Pkwy, Mcdonough, GA",30253,,13,151,13151,Henry,Henry County,,,,,,,,,,,,,,,13151,1/1/2018
HealthMPowers,Kemp Primary,Clayton,-84.35744629,33.45271287,"1090 McDonough Rd, Hampton, GA",30228,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Lumpkin County Head Start / Pre K,Lumpkin,-83.9746765,34.53001603,"126 Mechanicsville Rd, Dahlonega, GA",30533,,13,187,13187,Lumpkin,Lumpkin County,,,,,,,,,,,,,,,13187,1/1/2018
HealthMPowers,Haynie ES,Clayton,-84.35233946,33.58693204,"1169 Morrow Rd, Morrow, GA",30260,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,James Jackson ES,Clayton,-84.33996921,33.54474959,"7711 Mount Zion Blvd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Tara,Clayton,-84.3601905,33.571701,"937 Mount Zion Rd, Morrow, GA",30260,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Mt. Zion Primary,Clayton,-84.295368,33.555726,"2920 Mount Zion Rd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Mt. Zion ES,Clayton,-84.293262,33.556032,"2984 Mount Zion Rd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Swint,Clayton,-84.3747975,33.534648,"500 Highway 138 W, Jonesboro, GA",30238,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Mundy's Mill Middle School,Clayton,-84.35080751,33.48796222,"1251 Mundys Mill Rd, Jonesboro, GA",30238,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Rollins,Richmond,-82.0343018,33.40152087,"2160 Mura Dr, Augusta, GA",30906,,13,245,13245,Richmond,Richmond County,,,,,,,,,,,,,,,13245,1/1/2018
HealthMPowers,Port Wentworth (K-2),Chatham,-81.15740935,32.14242175,"507 S Coastal Hwy, Port Wentworth, GA",31407,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Brookhaven Club,DeKalb,-84.3387255,33.854481,"1330 N Druid Hills Rd NE, Atlanta, GA",30319,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
HealthMPowers,Lane,Bibb,-83.69478336,32.89070593,"990 Newport Rd, Macon, GA",31210,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Bunche Middle School,Fulton,-84.52899646,33.70144771,"1925 Niskey Lake Rd SW, Atlanta, GA",30331,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Port Wentworth Elementary,Chatham,-81.15740935,32.14242175,"507 S Coastal Hwy, Port Wentworth, GA",31407,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Pickens County Head Start Center/Pre-K,Pickens,-84.37611068,34.40785341,"529 Head Start Rd, Tate, GA",30177,,13,227,13227,Pickens,Pickens County,,,,,,,,,,,,,,,13227,1/1/2018
HealthMPowers,Springdale,Bibb,-83.71913803,32.90392029,"4965 Northside Dr, Macon, GA",31210,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Intermediate Literacy and Math Center,Richmond,-82.01563838,33.51626951,"1215 Northwood Rd, Augusta, GA",30909,,13,245,13245,Richmond,Richmond County,,,,,,,,,,,,,,,13245,1/1/2018
HealthMPowers,Coretta Scott King Middle (replacement),Fulton,-84.47919797,33.79008069,"1190 Northwest Dr NW, Atlanta, GA",30318,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
HealthMPowers,Bernd ES,Bibb,-83.56880363,32.81390661,"4160 Ocmulgee East Blvd, Macon, GA",31217,,13,21,13021,Bibb,Bibb County,,,,,,,,,,,,,,,13021,1/1/2018
HealthMPowers,Southwest ES,Chatham,-81.261567,32.000202,"6020 Ogeechee Rd, Savannah, GA",31419,,13,51,13051,Chatham,Chatham County,,,,,,,,,,,,,,,13051,1/1/2018
HealthMPowers,Butts County Head Start/EHS,Butts,-83.94778552,33.30082898,"565 Recreation Dr, Jackson, GA",30233,,13,35,13035,Butts,Butts County,,,,,,,,,,,,,,,13035,1/1/2018
HealthMPowers,White County Head Start Center,White,-83.77815594,34.60101967,"676 Claude Sims Rd, Cleveland, GA",30528,,13,311,13311,White,White County,,,,,,,,,,,,,,,13311,1/1/2018
HealthMPowers,Johnson County Center,Johnson,-82.72420951,32.72099162,"80 Oglethorpe St, Wrightsville, GA",31096,,13,167,13167,Johnson,Johnson County,,,,,,,,,,,,,,,13167,1/1/2018
HealthMPowers,Rabun Head Start Center,Rabun,-83.4492524,34.8773335,"30525, Clayton, GA",30525,,13,241,13241,Rabun,Rabun County,,,,,,,,,,,,,,,13241,1/1/2018
HealthMPowers,A. Worley Brown Club,Gwinnett,-84.2000994,33.94723162,"5360 Old Norcross Rd, Norcross, GA",30071,,13,135,13135,Gwinnett,Gwinnett County,,,,,,,,,,,,,,,13135,1/1/2018
HealthMPowers,Anderson,Clayton,-84.333384,33.63979447,"4199 Old Rock Cut Rd, Conley, GA",30288,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Evans County,Evans,-81.91359246,32.17386385,"720 Church St, Claxton, GA",30417,,13,109,13109,Evans,Evans County,,,,,,,,,,,,,,,13109,1/1/2018
HealthMPowers,Callaway,Clayton,-84.39389105,33.53498738,"120 Oriole Dr, Jonesboro, GA",30238,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Eddie White Academy,Clayton,-84.36110703,33.43180339,"11808 Panhandle Rd, Hampton, GA",30228,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
HealthMPowers,Elcan King,Decatur,-84.56967343,30.89369558,"725 E Louise St, Bainbridge, GA",39819,,13,87,13087,Decatur,Decatur County,,,,,,,,,,,,,,,13087,1/1/2018
HealthMPowers,Lenora Respert FDCH,Fayette,-84.47986471,33.52844637,"855 Wagon Wheel Cir, Fayetteville, GA",30214,,13,113,13113,Fayette,Fayette County,,,,,,,,,,,,,,,13113,1/1/2018
